Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;X;Y;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2023;Importe 2024;Importe 2025;Importe 2026;Resto Anualidades;Total previsto;Estado;Url complementaria1;Url complementaria2;Observaciones;Url_fotografia;Fecha de los datos;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000564;PLAZAS ÁGATA Y MAYOR DISTRITO VILLAVERDE. OBRAS DE REMODELACIÓN;2020;2023;;217;VILLAVERDE;Plaza Ágata;PLAZA;ÁGATA;;;;40.346812;-3.7091745;06;URBANISMO;1468220,36;1419794,23;;;;;2888014,59;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000566;PLAZA DE LA EMPERATRIZ DISTRITO CARABANCHEL. OBRAS DE REMODELACIÓN;2020;2023;;211;CARABANCHEL;PLAZA DE LA EMPERATRIZ;PLAZA;DE LA EMPERATRIZ;;;;40.373473;-3.7516615;06;URBANISMO;1314263,62;2051384,01;;;;;3365647,63;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000446;EDIFICIO MUNICIPAL C/ MONTAMARTA, 7. OBRAS DE ACONDICIONAMIENTO PARA CENTRO CULTURAL;2021;2025;;220;SAN BLAS-CANILLEJAS;CALLE DE MONTAMARTA, 7;CALLE;DE MONTAMARTA;7;;;40.4230284;-3.621095;10;CULTURA;308597,98;90195,02;1287329,20;314554,87;;;2000677,07;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;131;DEPORTE;2021/001118;PARQUE PARA DEPORTES URBANOS EN EL DISTRITO VILLAVERDE. CONSTRUCCIÓN;2021;2023;;217;VILLAVERDE;Pº PLATA Y CASTAÑAR, 5;PASEO;PLATA Y CASTAÑAR;5;;;40.350668;-3.721161;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;45141,76;1976208,95;;;;;2021350,71;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000294;CALLE BAILEN EN EL ENTORNO AL MUSEO DE COLECCIONES REALES. ADECUACIÓN ACCESOS;2023;2023;;201;CENTRO;CALLE DE BAILEN;CALLE;DE BAILEN;;;;40.414908;-3.7171685;08;MANTENIMIENTO URBANO;;1333822,14;;;;;1333822,14;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000295;CALLE ALCALÁ EN EL TRAMO: QUINTANA-ARTURO SORIA. DISTRITO DE CIUDAD LINEAL. REMODELACIÓN;2022;2023;;215;CIUDAD LINEAL;CALLE DE ALCALÁ;CALLE;DE ALCALÁ;;;;40.4350189;-3.6486273;06;URBANISMO;1431302,74;4202444,00;;;;;5633746,74;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000296;CALLE JUAN ÁLVAREZ MENDIZÁBAL DISTRITO DE MONCLOA-ARAVACA. OBRAS DE REMODELACIÓN;2023;2023;;209;MONCLOA-ARAVACA;CALLE DE JUAN ÁLVAREZ MENDIZÁBAL;CALLE;DE JUAN ÁLVAREZ MENDIZÁBAL;;;;40.4243759;-3.7137565;08;MANTENIMIENTO URBANO;;2057904,00;;;;;2057904,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000301;CASCO HISTÓRICO DE BARAJAS. OBRAS DE PEATONALIZACIÓN;2023;2024;;221;BARAJAS;;;;;;;40.472061;-3.5842523;08;MANTENIMIENTO URBANO;;40922,00;3000000,00;;;;3040922,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2022/001032;MONTAÑA DE LOS GATOS EN LOS JARDINES DEL BUEN RETIRO. RECUPERACIÓN INTEGRAL;2022;2023;;203;RETIRO;Paseo de Fernán Nuñez S/N;PASEO;DE FERNÁN NÚÑEZ;S/N;;;40.421115828189;-3.68054383287722;09;MEDIO AMBIENTE;155257,20;2012973,83;;;;;2168231,03;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001067;CENTRO DEPORTIVO CONCEPCIÓN. SUBSANACIÓN DE PATOLOGÍAS GRADERÍOS CAMPO DE FÚTBOL;2022;2023;;215;CIUDAD LINEAL;C/ JOSE DEL HIERRO, 5;CALLE;JOSÉ DEL HIERRO;5;;;40.4372662;-3.6484385;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;106155,24;1000000,00;;;;;1106155,24;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001255;COLONIAS HISTÓRICAS DEL DISTRITO DE CHAMARTÍN. OBRAS DE REMODELACIÓN;2022;2023;;205;CHAMARTIN;CALLE DE EMILIO CAMPION, 13;CALLE;DE EMILIO CAMPION;13;;;40.44593437095230;-3.6789682463686200;08;MANTENIMIENTO URBANO;13983,05;4297124,74;;;;;4311107,79;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001262;DIVERSAS CALLES DEL ENTORNO DE LA PLAZA DE OLAVIDE. OBRAS DE REURBANIZACIÓN;2023;2024;;207;CHAMBERI;;;;;;;40.4327769;-3.7054483;06;URBANISMO;;3989063,54;1519174,44;;;;5508237,98;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001279;CENTRO DEPORTIVO DE ORCASITAS. REFORMA VASO DE PISCINA, GALERÍA VISITABLE, PLAYAS Y OTRAS;2022;2024;;212;USERA;AV.RAFAELA YBARRA, 52;AVENIDA;DE RAFAELA YBARRA;52;;;40.3755929;-3.7124488;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;899999,97;4159984,66;3100000,00;;;;8159984,63;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001285;CENTRO DEPORTIVO HORTALEZA. SUBSANACIÓN PATOLOGÍAS VASO OLÍMPICO Y ADAPTACIÓN A NORMATIVA;2022;2023;;216;HORTALEZA;CTERA. ESTACIÓN DE HORTALEZA, 11;CARRETERA;ESTACIÓN DE HORTALEZA;11;;;40.4787274;-3.6527117;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;375999,99;1317361,62;;;;;1693361,61;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001303;PABELLÓN DEPORTIVO EN CALLE MÓNACO, 10, DISTRITO SAN BLAS-CANILLEJAS. CONSTRUCCIÓN;2022;2025;;220;SAN BLAS-CANILLEJAS;C/ MÓNACO, 10;CALLE;DE MÓNACO;10;;;40.4316155;-3.6042837;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;32070,74;838744,59;6200000,00;4098437,99;;;11169253,32;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;131;DEPORTE;2022/001481;DEPORTIVO BÁSICO PIQUEÑAS. ADECUACIÓN CAMPO DE FÚTBOL CÉSPED ARTIFICIAL Y VESTUARIOS;2022;2024;;211;CARABANCHEL;C/ PINAR DE SAN JOSÉ C/V. C/ DE LA TORTA;CALLE;DEL PINAR DE SAN JOSÉ;64;;;40.360952;-3.768519;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;5321,96;185321,96;1800000,00;;;;1990643,92;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;131;DEPORTE;2022/001482;DEPORTIVO BÁSICO SANTA RITA. ADECUACIÓN CAMPO DE FÚTBOL CÉSPED ARTIFICIAL Y VESTUARIOS;2022;2024;;211;CARABANCHEL;C/ ALBA DE TORMES, 2;CALLE;DE ALBA DE TORMES;2;;;40.379236;-3.743367;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;7471,37;297471,37;1900000,00;;;;2204942,74;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2022/001605;ÁMBITO CASTILLO DE LA ALAMEDA. OBRAS DE RENATURALIZACIÓN;2022;2023;;221;BARAJAS;C/ Manuel Aguilar Muñoz c.v Antonio Sancha c.v.Joaquín Ibarra;CALLES;DE MANUEL AGUILAR MUÑOZ C/V ANTONIO SANCHA Y JOAQUÍN IBARRA;;;;40.45987729999410;-3.592380701850930;06;URBANISMO;4718,00;1494535,84;;;;;1499253,84;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2022/001621;ANTIGUA PASARELA MANTEROLA. RECONSTRUCCIÓN E INSTALACIÓN SOBRE RÍO MANZANARES EN AV. ARCENTALES;2023;2024;;220;SAN BLAS-CANILLEJAS;Avenida de Arcentales ;AVENIDA;DE ARCENTALES;;;;40.4330452;-3.6009783;07;INFRAESTRUCTURAS;;52878,40;4000000,00;;;;4052878,40;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2022/001647;C/ SOLEDAD CAZORLA. ACTUACIONES DE RENATURALIZACIÓN;2022;2023;;210;LATINA;C/ Soledad Cazorla 20;CALLE;DE SOLEDAD CAZORLA;20;;;40.37554181475530;-3.7713808134924500;06;URBANISMO;60352,96;1527098,65;;;;;1587451,61;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/002008;GIMNASIO EN CENTRO DEPORTIVO HORTALEZA. CONSTRUCCIÓN (ID 19: 8847);2022;2023;;216;HORTALEZA;CARRETERA DE LA ESTACIÓN DE HORTALEZA, 11;CARRETERA;ESTACIÓN DE HORTALEZA;11;;;40.4787274;-3.6527117;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;42763,07;1589210,00;;;;;1631973,07;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2023/000311;APARCAMIENTO EN PASEO ARTILLEROS S/N, DISTRITO DE VICÁLVARO. CONSTRUCCIÓN;2023;2023;;219;VICALVARO;Paseo de los Artilleros s/n. Semiesquina calle San Cipriano;PASEO ;DE LOS ARTILLEROS;S/N;;;40.4046979;-3.6091733;07;INFRAESTRUCTURAS;;2710000,00;;;;;2710000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2023/001003;DEPORTIVO BÁSICO ROMÁN VALERO. ADECUACIÓN PISTA DE MULTIDEPORTE CUBIERTA;2023;2023;;212;USERA;CALLE DE ANDRÉS ARTEAGA nº 1;CALLE;DE ANDRÉS ARTEAGA;1;;;40.38791;-3.70469;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1000000,00;;;;;1000000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2023/001006;CAMPUS SUR UNIVERSIDAD POLITÉCNICA DE MADRID Y ENTORNOS ESCOLARES VALLECAS. ZONAS DE BAJAS EMISIONES;2023;2024;;213 (70%) - 218 (30%);PUENTE DE VALLECAS - VILLA DE VALLECAS;Avenida del Campus Sur (recinto universitario);AVENIDA;DEL CAMPUS SUR;;;;40.387788;-3.6308581;07;INFRAESTRUCTURAS;;442239,00;13096637,00;;;;13538876,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2023/001007;PLATAFORMA AUTOBÚS DE TRÁNSITO PRIORITARIO VALDEBEBAS - HOSPITAL RAMÓN Y CAJAL. CONSTRUCCIÓN;2023;2023;;208 (20%) - 216 (80%);FUENCARRAL-EL PARDO - HORTALEZA;Avenida Francisco Pi y Margall, 6;AVENIDA;DE FRANCISCO PI Y MARGALL;6;;;40.4902184;-3.6585492;07;INFRAESTRUCTURAS;;12940771,00;;;;;12940771,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2023/001014;CAMPF129:S132O DE FÚTBOL EN ARAVACA, C/ESCULTOR PERESEJO, BOSQUE METROPOLITANO. CONSTRUCCIÓN;2023;2023;;209;MONCLOA-ARAVACA;C/ Escultor Peresejo 94;CALLE;DEL ESCULTOR PERESEJO;94;;;40.452722372430600;-3.791872894861590;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1500000,00;;;;;1500000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;160;DESARROLLO URBANO;2023/003004;CAMPOS DE FÚTBOL EN VALDEBEBAS (INSTALACIONES SOTENIBLES). CONSTRUCCIÓN (ID 22: 17695);2023;2023;;216;HORTALEZA;C/ Félix Candela c.v. Luis Moya Blanco c.v Josefina Aldecoa;CALLES;DE FÉLIX CANDELA C/V LUIS MOYA BLANCO Y JOSEFINA ALDECOA;;;;40.497327;-3.615194;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1800000,00;;;;;1800000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003005;BIBLIOTECA PÚBLICA EN EL ENTORNO DE LA GLORIETA DEL MAR DE CRISTAL. CONSTRUCCIÓN (ID 22: 18793);2023;2025;;216;HORTALEZA;CALLE DE SILVANO, 101 C/V C/JOSÉ DOMINGO RUS;CALLE;DE SILVANO;101;;;40.46398431;-3.6325963;10;CULTURA;;160000,00;2340000,00;2000000,00;;;4500000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2023/003051;CARRIL BICI SEGREGADO AV.DE LA GRAN VÍA DE SAN FRANCISCO Y GLORIETA PUERTA DE TOLEDO (ID 22: 18424);2023;2024;;201;CENTRO;Av.Gran Vía de San Francisco 9;AVENIDA; DE LA GRAN VÍA DE SAN FRANCISCO;9;;;40.4096622;-3.7137001;07;INFRAESTRUCTURAS;;60000,00;1340000,00;;;;1400000,00;EN PROCESO;;;;;25/04/2023;;
001;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2020/000419;PABELLÓN DE HEXÁGONOS CASA DE CAMPO. REHABILITACIÓN;2024;2025;;209;MONCLOA-ARAVACA;CALLE DE LOS HEXÁGONOS, 4;CALLE;DE LOS HEXÁGONOS;4;;;40.4126577;-3.7442902;10;CULTURA;;;2000000;1000000;;;3000000,00;EN PROCESO;;;;;25/04/2023;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/001;MERCAMADRID. MEJORA ACCESOS, CONDICIONES DE MOVILIDAD E INSTALACIONES DE SEGURIDAD;2020;2024;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;;;40.3616249;-3.664242;14;SECTORES PRODUCTIVOS;5.496.398,40;680.234,24;1.081.200,00;610.000,00;610.000,00;610.000,00;9.087.832,64;EN PROCESO;;;;;26/04/2023;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/002;MERCADOS CENTRALES Y EDIFICACIONES;2020;2024;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;;;40.3585575;-3.6675801;14;SECTORES PRODUCTIVOS;11.976.962,38;782.464,84;3.131.001,00;2.903.818,00;1.519.000,00;323.000,00;20.636.246,22;EN PROCESO;;;;;26/04/2023;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/003;AMPLIACIÓN MERCAMADRID. REFORESTACIÓN Y ADECUACIÓN DEL ENTORNO, NUEVOS CENTROS DE FORMACIÓN ALIMENTARIA, APARCAMIENTO Y MEJORA DEL CENTRO ADMINISTRATIVO;2020;2024;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;;;40.36557798757290;-3.668069465062160;14;SECTORES PRODUCTIVOS;5.956.237,29;1.877.620,03;5.123.567,00;4.485.679,00;5.742.912,00;7.050.000,00;30.236.015,32;EN PROCESO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/003;REHABILITACIÓN EDIFICIOS TEATRO FERNÁN GÓMEZ;2016;2023;;204;SALAMANCA;Plaza Colón, 4;Plaza;Colón;4;;;40.424681417884300;-3.6899877647205600;10;CULTURA;3.153.256,93;201.076,69;    ;    ;    ;    ;3.354.333,62;FINALIZADO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/002;MADRID ARENA. INSTALACIONES;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144658;-3.7401438;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;933.238,50;713.960,33;    ;    ;    ;    ;1.647.198,83;EN PROCESO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/006;PABELLÓN CONVENCIONES. OBRA CIVIL, REHABILITACIÓN EDIFICIOS;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144660;-3.7401438;14;SECTORES PRODUCTIVOS;1.973.017,75;126.039,67;    ;    ;    ;    ;2.099.057,42;FINALIZADO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/01;DAOIZ Y VELARDE. PUESTA EN USO;2022;2024;;203;RETIRO;C/ del Alberche, 14;Calle;Alberche;14;;;;;10;CULTURA;    ;1.025.000,00;515.000,00;    ;    ;    ;1.540.000,00;EN PROCESO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/02;MATADERO. EVACUATORIOS, FACHADAS Y NAVE 11;2022;2024;;202;ARGANZUELA;Plaza de Legazpi, 8;Plaza;de Legazpi;8;;;;;10;CULTURA;    ;1.318.653,00;15.000,00;    ;    ;    ;1.333.653,00;EN PROCESO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/03;PABELLÓN XII. REHABILITACIÓN EDIFICIOS;2022;2025;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144660;-3.7401438;0;INVERSIONES DE CARÁCTER GENERAL;    ;100.000,00;900.000,00;100.000,00;    ;    ;1.100.000,00;EN PROCESO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/04;PABELLÓN DE CRISTAL. REHABILITACIÓN EDIFICIOS;2022;2025;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;;;40.4144661;-3.7401438;0;INVERSIONES DE CARÁCTER GENERAL;    ;100.000,00;400.000,00;500.000,00;    ;    ;1.000.000,00;EN PROCESO;;;;;26/04/2023;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/003;OBRAS CAJA MÁGICA;2022;2025;;212;USERA;Cmo. de Perales, 23;Camino;Perales;23;;;;;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;    ;250.000,00;802.700,00;20.001.300,00;    ;    ;21.054.000,00;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2020/EMSFMC/02;ACTUACIONES EN CEMENTERIO DE LA ALMUDENA;2020;2023;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;;;40.4254386;-3.6490277;4;SALUD PÚBLICA;995.356,13;4.332.546,00;0;0;0;0;5.327.902,13;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;2020/EMSFMC/05;RENOVACIÓN  TANATORIOS M30;2020;2023;;215;CIUDAD LINEAL;Calle Salvador De Madariaga,11 28027 Madrid;Calle;Salvador De Madariaga;11;;;40.4401633;-3.6598874;4;SALUD PÚBLICA;3.440.083,00;1.336.160,00;0;0;0;0;4.776.243,00;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001/2023/1;REHABILITACIÓN CEMENTERIOS Muros Almudena;2022;2026;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;;;;;4;SALUD PÚBLICA;220.608,00;3.255.000,00;50.000,00;50.000,00;50.000,00;0;3.625.608,00;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001/2023/2;REHABILITACIÓN CEMENTERIOS Carabanchel Sur;2023;2023;;211;CARABANCHEL;Calle Ildefonso González Valencia, 2, 28054 Madrid;Calle;Ildefonso González Valencia;2;;;;;4;SALUD PÚBLICA;0;1.850.000,00;0;0;0;0;1.850.000,00;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;002/2023/1;UNIDADES DE ENTERRAMIENTO (Almudena);2022;2026;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;;;;;4;SALUD PÚBLICA;1.057.531,51;3.156.299,40;450.000,00;450.000,00;450.000,00;0;5.563.830,91;EN PROCESO;;;;;26/04/2023;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;002/2023/2;UNIDADES DE ENTERRAMIENTO (Carabanchel Sur);2022;2026;;211;CARABANCHEL;Calle Ildefonso González Valencia, 2, 28054 Madrid;Calle;Ildefonso González Valencia;2;;;;;4;SALUD PÚBLICA;908.296,94;450.000,00;450.000,00;450.000,00;450.000,00;0;2.708.296,94;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;31;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 41B;2019;2024;;219;VICÁLVARO;Contrucción Calle Cerro Del Tesoro, 31;Calle;Cerro del Tesoro;31;;;40.4069441;-3.5531687;15;VIVENDA;1.057.845,57;3.531.536,34;7.373.076,35;4.909.569,99;0;0;16.872.028,25;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;29;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39A;2019;2024;;219;VICÁLVARO;Contrucción Calle Diálogo, 79;Calle;Calle Diálogo;79;;;40.4067067;-3.5560424;15;VIVENDA;1.129.420,08;3.920.151,63;7.373.126,23;4.449.444,45;0;0;16.872.142,39;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;30;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39B;2019;2024;;219;VICÁLVARO;Contrucción Calle Diálogo, 63;Calle;Calle Diálogo;63;;;40.4067044;-3.556465;15;VIVENDA;683.354,38;1.511.858,58;8.371.178,50;7.187.963,73;0;0;17.754.355,19;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;38;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 10BC;2020;2025;;219;VICÁLVARO;Contrucción Calle Ilusión, 41;Calle;Ilusión;41;;;40.405684;-3.5572887;15;VIVENDA;279.971,87;155.970,18;4.096.012,28;4.915.214,74;5.189.695,61;0;14.636.864,68;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;35;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 5C;2020;2025;;219;VICÁLVARO;Contrucción Calle Arroyo Cañaveral, 75;Calle;Arroyo Cañaveral;75;;;40.4002565;-3.5605078;15;VIVENDA;84.627,40;357.107,41;3.766.907,83;4.808.818,51;5.106.988,29;0;14.124.449,44;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;26;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5A;2019;2024;;219;VICÁLVARO;Contrucción Cl Enrique Urquijo, 90;Calle;Enrique Urquijo;90;;;40.4006641;-3.5614487;15;VIVENDA;1.327.141,16;3.640.695,28;6.578.340,06;3.121.248,38;0;0;14.667.424,88;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;27;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN8 VICALVARO M5B;2019;2024;;219;VICÁLVARO;Contrucción Cl Francisco Grande Covian, 170;Calle;Grande Covian;170;;;40.4014654;-3.5614492;15;VIVENDA;1.479.552,44;2.765.560,36;5.727.207,38;2.797.372,97;0;0;12.769.693,15;EN PROCESO;;;;;26/04/2023;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;34;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 34B;2020;2025;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 65;Avenida;Miguel Delibes;65;;;40.405514;-3.5615997;15;VIVENDA;23.768,33;476.116,55;3.787.940,71;4.734.925,89;6.977.248,52;0;16.000.000,00;EN PROCESO;;;;;26/04/2023;;
