Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;TipoVial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ya ejecutado;Importe 2025;Gasto ejecutado año en curso;Importe 2026;Importe 2027;Importe 2028;Resto Anualidades;Gasto ejecutado;Presupuesto Total (Previsto);Estado;Observaciones;Url_fotografia;Fecha de los datos;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000383;CENTRO DEPORTIVO MOSCARDÓ. REFORMA VASO DE PISCINA;2024;2025;;212;USERA;CALLE DE ANDRÉS ARTEAGA, 5;CALLE;DE ANDRÉS ARTEAGA;5;40.38850290426967;-3.706303079808029;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1016074,94;2000000,00;1949532,89;;;;;2965607,83;3016074,94;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000384;CENTRO DEPORTIVO ORCASUR. OBRAS DE REFORMA EN LA PISCINA CUBIERTA;2024;2026;;212;USERA;CALLE DE MOREJA, 11;CALLE;DE MOREJA;11;40.37021993373859;-3.6994689006077444;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;207246,50;3250000,00;335339,65;92150,00;;;;542586,15;3549396,50;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000385;CENTRO DEPORTIVO EL ESPINILLO. SUBSANACIÓN PATOLOGÍAS EN VASO DE PISCINA;2024;2025;;217;VILLAVERDE;CARRETERA DE VILLAVERDE A VALLECAS, 19;CARRETERA;DE VILLAVERDE A VALLECAS;19;40.35634193991933;-3.686595141820635;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1419713,50;1638014,00;207477,92;;;;;1627191,42;3057727,50;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000386;CENTRO DEPORTIVO ANGEL NIETO. SUBSANACIÓN PATOLOGÍAS VASO DE PISCINA;2024;2025;;213;PUENTE DE VALLECAS;CALLE DEL PAYASO FOFÓ, 22;CALLE;DEL PAYASO FOFÓ;22;40.39165329987117;-3.659737756973531;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;976299,52;2417979,00;1808336,09;;;;;2784635,61;3394278,52;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000387;LOCAL CALLE POVEDILLA, 4. OBRAS DE REFORMA;2024;2025;;204;SALAMANCA;CALLE DE LA POVEDILLA, 4;CALLE;DE LA POVEDILLA;4;40.424236393438974;-3.670464456991102;00;INVERSIONES DE CARÁCTER GENERAL;330000,00;814870,00;812950,38;;;;;1142950,38;1144870,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001220;CENTRO DEPORTIVO RAÚL GONZÁLEZ. OBRAS DE REFORMA DE PISCINA Y PABELLÓN;2025;2026;;217;VILLAVERDE;CALLE DE BENIMAMET, 137;CALLE; DE BENIMAMET;137;40.34623922780829;-3.684321521723131;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1000000,00;;2500000,00;;;;0,00;3500000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001221;CENTRO DEPORTIVO ORCASITAS. OBRAS DE REFORMA Y ADAPTACIÓN A NORMATIVA;2024;2025;;212;USERA;AVENIDA DE RAFAELA YBARRA, 52;AVENIDA;DE RAFAELA YBARRA;52;40.37568914850768;-3.7127128983226334;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;800000,00;2810257,00;1104094,97;;;;;1904094,97;3610257,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001256;EDIFICIO C/ ALCALÁ, 45. ADAPTACIÓN A NORMATIVA DE LA INSTALACIÓN DE CLIMATIZACIÓN;2024;2025;;201;CENTRO;CALLE DE ALCALÁ, 45;CALLE;DE ALCALÁ;45;40.41920995118824;-3.6962762248004974;00;INVERSIONES DE CARÁCTER GENERAL;2670055,74;4248855,00;1074041,30;;;;;3744097,04;6918910,74;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001263;COMPLEJO LOGÍSTICO Y PARQUE DE BOMBEROS EN LA CALLE EL REAL DE SAN VICENTE, 61. CONSTRUCCIÓN;2024;2027;;218;VILLA DE VALLECAS;CALLE DE EL REAL DE SAN VICENTE, 61;CALLE;DE EL REAL DE SAN VICENTE;61;40.3689740571625;-3.633485369039536;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;144256,02;100000,00;55169,42;5200000,00;8191500,00;;;199425,44;13635756,02;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001299;CENTRO CULTURAL LOS ROSALES. OBRAS DE REFORMA;2024;2026;;217;VILLAVERDE;AVENIDA DE LOS ROSALES, 133;AVENIDA; DE LOS ROSALES;133;40.35086856116693;-3.677233235261326;10;CULTURA;229358,20;1500000,00;969,74;205331,17;;;;230327,94;1934689,37;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001311;PLAZA TIRSO DE MOLINA Y CALLES ALEDAÑAS. REMODELACIÓN Y MEJORA CONFIGURACIÓN DEL ESPACIO URBANO;2025;2026;;201;CENTRO;PLAZA DE TIRSO DE MOLINA;PLAZA; DE TIRSO DE MOLINA;;40.4123337714217;-3.7046808288489075;06;URBANISMO;;2764117,00;595215,67;100000,00;;;;595215,67;2864117,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001372;APARTAMENTOS PARA MAYORES SAN FRANCISCO, CALLE JERTE, 3. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;2025;2025;;201;CENTRO;CALLE DE JERTE, 3;CALLE;DE JERTE;3;40.41079147978397;-3.7155327977559396;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;;3364294,00;;;;;;0,00;3364294,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001429;CENTRO DEPORTIVO SAN BLAS. OBRAS DE REFORMA DEL PABELLÓN ANTONIO MATA;2024;2025;;220;SAN BLAS-CANILLEJAS;AVENIDA DE HELLIN, 47;AVENIDA;DE HELLIN;47;40.42896595120841;-3.615288161531782;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;8950,10;2500000,00;;;;;;8950,10;2508950,10;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004001;CASCO ANTIGUO CARABANCHEL BAJO. REMODELACIÓN INTEGRAL Y MEJORA DE LA ACCESIBILIDAD (ID 19: 15755);2024;2025;;211;CARABANCHEL;PLAZA DE CARABCHEL;PLAZA;DE CARABANCHEL;;40.380583;-3.741028;08;MANTENIMIENTO URBANO;47834,36;1580000,00;576435,43;;;;;624269,79;1627834,36;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004002;PLAZA EN LA CALLE SAN POL DE MAR. ACTUACIONES DE RECUPERACIÓN (ID 21: 18511);2024;2025;;209;MONCLOA-ARAVACA;CALLE DE SAN POL DE MAR, 6;CALLE;DE SAN POL DE MAR;6;40.423778;-3.727389;08;MANTENIMIENTO URBANO;350000,04;563351,00;322935,45;;;;;672935,49;913351,04;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004005;ENTORNO DEL MERCADO NUEVA NUMANCIA. REURBANIZACIÓN Y ORDENACIÓN DEL ESPACIO PÚBLICO (ID 21: 18869);2024;2025;;213;PUENTE DE VALLECAS;;;;;40.39370459675269;-3.65794511309635;06;URBANISMO;991824,16;843368,00;876283,72;;;;;1868107,88;1835192,16;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000138;CALLE DE GOYA. OBRAS DE REMODELACIÓN;2025;2027;;204;SALAMANCA;CALLE DE GOYA;CALLE; DE GOYA;;40.4253779732797  ;-3.6874977252567662;06;URBANISMO;;120000,00;;8000000,00;6820000,00;;;0,00;14940000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000139;PLAZA DE CHAMBERÍ. OBRAS DE RMODELACIÓN;2025;2026;;207;CHAMBERÍ;PLAZA DE CHAMBERÍ;PLAZA; DE CHAMBERÍ;;40.432829504419146  ;-3.6971966378322265;06;URBANISMO;;132000,00;;1218000,00;;;;0,00;1350000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000140;PLAZA DEL DOS DE MAYO. OBRAS DE REMODELACIÓN;2025;2026;;201;CENTRO;PLAZA DEL DOS DE MAYO;PLAZA;DEL DOS DE MAYO;;40.42694897710782 ;-3.7040568348432257;06;URBANISMO;;130000,00;;2200000,00;;;;0,00;2330000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000312;PAISAJE DE LA LUZ. BULEVAR DE LA C/ ALCALÁ: PLAZA CIBELES - PLAZA DE LA INDEPENDENCIA. REMODELACIÓN;2025;2026;;203;RETIRO;CALLLE DE ALCALÁ, 50-58;CALLE;DE ALCALÁ;50-58;40.4197158960838;-3.690830111487092;06;URBANISMO;;1500000,00;;1620000,00;;;;0,00;3120000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000335;CENTRO MUNICIPAL DE URGENCIAS SOCIALES (CEMUS). CONSTRUCCIÓN;2025;2027;;213;PUENTE DE VALLECAS;CALLE DE LOS ARAGONESES C/V AVENIDA DE MIGUEL HERNÁNDEZ;CALLE;DE LOS ARAGONESES C/V AVENIDA DE MIGUEL HERNÁNDEZ;;40.38144423687468;-3.643293848731727;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;;150000,00;;1500000,00;3500000,00;;;0,00;5150000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000336;CENTRO DEPORTIVO MUNICIPAL MARQUÉS DE SAMARANCH. AMPLIACIÓN PISTAS PÁDEL;2025;2027;;202;ARGANZUELA;PASEO IMPERIAL, 20;PASEO; IMPERIAL;20;40.407673824448445;-3.717362361873155;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;150000,00;;1000000,00;200000,00;;;0,00;1350000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000337;CENTRO DE MAYORES Y DÍA LAS ROSAS. CONSTRUCCIÓN;2025;2028;;220;SAN BLAS-CANILLEJAS;CALLE DE KELSINKI, 1 C/V PASEO DE GINEBRA;CALLE;DE KELSINKI, 1 C/V PASEO DE GINEBRA;;40.42434973620814;-3.602973897093649;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;;150000,00;;1500000,00;6500000,00;2000000,00;;0,00;10150000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000338;CARRETERA DEL BARRIO DE LA FORTUNA. REMODELACIÓN COMO VIARIO URBANO;2025;2026;;210;LATINA;CARRETERA DEL BARRIO DE LA FORTUNA;CARRETERA;DEL BARRIO DE LA FORTUNA;;40.365329817562206 ;-3.7723479311804797;06;URBANISMO;;320000,00;;2000000,00;;;;0,00;2320000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000339;PAISAJE DE LA LUZ. PASEO DEL PRADO, DISTRITO DE RETIRO. OBRAS DE REMODELACIÓN;2025;2027;;203;RETIRO;PASEO DEL PRADO;PASEO;DEL PRADO;;40.414296945394 ;-3.693649617431989;06;URBANISMO;;575000,00;;2960000,00;990000,00;;;0,00;4525000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000340;PASARELA PEATONAL Y CICLISTA CONEXIÓN ARGANZUELA-CARABANCHEL SOBRE EL RÍO MANZANARES. CONSTRUCCIÓN;2025;2026;;202 (50%) - 211 (50%);ARGANZUELA - CARABANCHEL;;;;;40.40217176894073 ;-3.7218340780521264;07;INFRAESTRUCTURAS;;250000,00;;1670000,00;;;;0,00;1920000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;210;DISTRITO DE LATINA;2022/000478;CONEXIÓN PEATONAL CALLES SEPÚLVEDA Y MONSALUPE. MEJORA ACCESIBILIDAD (ID 20: 13124);2023;2025;;210;LATINA;CALLES SEPÚLVEDA, 206 Y MONSALUPE, 6;CALLE;SEPÚLVEDA Y MONSALUPE;206 Y 6;40.401806;-3.752611;07;INFRAESTRUCTURAS;1355830,49;500000,00;135105,79;;;;;1490936,28;1855830,49;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2023/000312;ZONA VERDE EN C/ PRIMITIVA GAÑÁN, DISTRITO USERA. CREACIÓN;2025;2026;;212;USERA;CALLE DE PRIMITIVA GAÑAN, 8-10;CALLE;DE PRIMITIVA GAÑAN;8-10;40.37943;-3.70857;09;MEDIO AMBIENTE;;150000,00;;850000,00;;;;0,00;1000000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;214;DISTRITO DE MORATALAZ;2022/001256;CAMPO DE RUGBY EN C/FUENTE CARRANTONA S/N, DISTRITO DE MORATALAZ. CONSTRUCCIÓN (ID 19: 11015);2022;2026;;214;MORATALAZ;CALLE DE LA FUENTE CARRANTONA S/N;CALLE;DE LA FUENTE CARRANTONA;S/N;40.41303662611689;-3.6270552320205773;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1212831,35;1014794,00;;465206,00;;;;1212831,35;2692831,35;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;214;DISTRITO DE MORATALAZ;2025/000073;PARCELA C/ENCOMIENDA PALACIOS,231. ADECUACIÓN ESPACIO PARA RECINTO FERIAL Y EVENTOS;2025;2026;;214;MORATALAZ;CALLE DE LA ENCOMIENDA DE PALACIOS, 231;CALLE;DE LA ENCOMIENDA DE PALACIOS;231;40.399063581414595;-3.635347999999999;10;CULTURA;;100000,00;;2814350,00;;;;0,00;2914350,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;215;DISTRITO DE CIUDAD LINEAL;2024/004007;PARQUE DEPORTIVO TRES LUCES,C/FRANCISCO LARGO CABALLERO Y AV.ARCENTALES.CONSTRUCCIÓN (ID 21: 18880);2024;2026;;215;CIUDAD LINEAL;C/GANDHI CRUCE JOSE ARCONES GIL;CALLE;DE GANDHI CRUCE CALLE DE JOSÉ ARCONES GIL;;40.425008;-3.631938;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;113397,28;530000,00;;750000,00;;;;113397,28;1393397,28;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;217;DISTRITO DE VILLAVERDE;2025/000050;COMPLEJO EDIFICIOS NAVAS DE TOLOSA. OBRAS RENATURALIZACIÓN Y REHABILITACIÓN;2025;2027;;217;VILLAVERDE;CALLE DE BENIMAMET, 109;CALLE;DE BENIMAMET;109;40.34487624822848;-3.6860874208527865;00;INVERSIONES DE CARÁCTER GENERAL;;1350000,00;;2950000,00;1100000,00;;;0,00;5400000,00;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;219;DISTRITO DE VICÁLVARO;2024/000421;CAMPO DE FÚTBOL EN EL CAÑAVERAL. CONSTRUCCIÓN;2024;2025;;219;VICÁLVARO;CALLE DE LA IGUALDAD, 41;CALLE;DE LA IGUALDAD;41;40.4074226;-3.5598948;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;499989,10;875000,00;506215,08;;;;;1006204,18;1374989,10;EN PROCESO;;;30/06/2025;;
001;AYUNTAMIENTO;219;DISTRITO DE VICÁLVARO;2024/001135;DEPORTIVO BÁSICO EL CAÑAVERAL II. OBRAS DE CONSTRUCCIÓN;2024;2025;;219;VICÁLVARO;CALLE DE LA TOLERANCIA, 22;CALLE;DE LA TOLERANCIA;22;40.40541931971199;-3.5571253646821255;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;45000,03;1000000,00;;;;;;45000,03;1045000,03;EN PROCESO;;;30/06/2025;;
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;150;URBANISMO, MEDIO AMBIENTE Y MOVILIDAD;PROY/EMT/002;CONSTRUCCIONES  Plan de Negocio Madrid Nuevo Norte;2021;2029;;205;CHAMARTÍN;Plan de Negocio Madrid Nuevo Norte;Calle;Mauricio Legendre;38;40.4621;-3.6766;06;URBANISMO;2519581,00;7440157,00;566550,00;25269157,00;34240157,00;27640157,00;6640157,00;3086131,00;103749366,00;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;30;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39B;2019;2025;;219;VICÁLVARO;Contrucción Calle Diálogo, 63;Calle;Calle Diálogo;63;40.4067044;-3.556465;15;VIVENDA;17253475,62;1335524,38;86110,80;0,00;0,00;0,00;0,00;17339586,42;18589000,00;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;38;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 10BC;2020;2027;;219;VICÁLVARO;Contrucción Calle Ilusión, 41;Calle;Ilusión;41;40.405684;-3.5572887;15;VIVENDA;5633038,41;7650863,91;5488848,36;2040230,37;1677787,10;0,00;0,00;11121886,77;17001919,79;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;35;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 5C;2020;2026;;219;VICÁLVARO;Contrucción Calle Arroyo Cañaveral, 75;Calle;Arroyo Cañaveral;75;40.4002565;-3.5605078;15;VIVENDA;13649285,45;602986,55;103407,34;822391,80;0,00;0,00;0,00;13752692,79;15074663,80;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;34;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 34B;2020;2027;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 65;Avenida;Miguel Delibes;65;40.405514;-3.5615997;15;VIVENDA;4800781,97;6932171,53;5851376,03;3080965,12;590906,99;0,00;0,00;10652158,00;15404825,61;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;37;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6B;2020;2027;;219;VICÁLVARO;Contrucción Calle Enrique Urquijo, 91;Calle;Enrique Urquijo;91;40.4010441;-3.5618687;15;VIVENDA;3662873,93;4346950,30;2176454,21;1185531,90;684076,36;0,00;0,00;5839328,14;9879432,49;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;36;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6A;2020;2027;;219;VICÁLVARO;Contrucción Calle Enrique Urquijo, 81;Calle;Enrique Urquijo;81;40.4007041;-3.5621687;15;VIVENDA;2001787,65;4446405,28;1760381,98;2930585,30;726688,32;0,00;0,00;3762169,63;10105466,55;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;32;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30A;2019;2025;;219;VICÁLVARO;Contrucción Avenida Miguel Delibes, 50;Avenida;Miguel Delibes;50;40.4054441;-3.5638987;15;VIVENDA;12531146,15;1027853,85;-265315,06;0,00;0,00;0,00;0,00;12265831,09;13559000,00;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;33;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30D;2019;2027;;219;VICÁLVARO;Contrucción Calle Jose Escobar Y Saliente, 80;Calle;Jose Escobar Y Saliente;80;40.4048787;-3.5647897;15;VIVENDA;2062021,96;5788748,65;1623017,30;5788748,65;1594029,81;0,00;0,00;3685039,26;15233549,07;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;10;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 3;2017;2026;;213;PUENTE DE VALLECAS;Contrucción Calle Martínez De La Riva, 100;Calle;Martínez de la Riva;100;40.386498;-3.6663675;15;VIVENDA;3512962,89;5941083,46;2112044,67;3748361,33;0,00;0,00;0,00;5625007,56;13202407,68;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;40;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN BLOQUES 300;2026;2027;;217;VILLAVERDE;Calle Rocafort 28-48;Calle;Rocafort 28-48;28-48;40.34134872232715;-3.686282049493836;15;VIVENDA;0,00;0,00;0,00;7500000,00;7329029,27;0,00;0,00;0,00;14829029,27;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;41;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 3;2021;2027;;210;LATINA;Calle San Fulgencio, 2;Calle;San Fulgencio, 2;2;40.40536131163488;-3.7359904427412176;15;VIVENDA;1049742,83;1362327,20;964213,55;1617763,55;227438,92;0,00;0,00;2013956,38;4257272,50;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;42;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 4;2021;2027;;210;LATINA;CalleSan Timoteo, 27;Calle;San Timoteo, 27;27;40.40499514578109;-3.7363328018389876;15;VIVENDA;2636841,09;2934144,67;2779419,67;2750760,63;847455,70;0,00;0,00;5416260,76;9169202,09;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;44;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN ARROYO DEL FRESNO 3B;2021;2029;;208;FUENCARRAL-EL PARDO;Calle María de Maeztu, 24;Calle;María de Maeztu, 24;24;40.48890230324697;-3.7305976576717415;15;VIVENDA;100205,14;497468,28;122037,79;2984809,69;2984809,69;2984809,69;397263,13;222242,93;9949365,62;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;45;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN CARABANCHEL (4.7.2.) PMS 29676;2021;2029;;211;CARABANCHEL;Avda. del Euro 37;Avenida;Euro 37;37;40.3643405170415;-3.7498414071632675;15;VIVENDA;101090,12;626716,57;479,65;1253433,13;1566791,42;1880149,70;838984,73;101569,77;6267165,67;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;46;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN Pº DIRECCIÓN (D-1) PMS 31339;2021;2028;;206;TETUÁN;C/ Capitán Blanco Argibay nº 149;Calle;Capitán Blanco Argibay nº 149;149;40.46806862433695;-3.707386228863465;15;VIVENDA;843911,92;3698305,04;730593,08;8629378,42;8629378,42;2854393,12;0,00;1574505,00;24655366,92;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;47;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN EL CAÑAVERAL 13 (M34 CD);2021;2027;;219;VICÁLVARO;Calle Tolerancia, 19;Calle;Tolerancia, 19;19;40.4056661494637;-3.5571036000275953;15;VIVENDA;9889138,25;10983649,03;8980955,79;7845463,59;2663603,49;0,00;0,00;18870094,04;31381854,36;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;48;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓNEL ESPINILLO S6-P8;2021;2028;;217;VILLAVERDE;Calle de la Conciliación, 7;Calle;Conciliación, 7;7;40.360707491974814;-3.6918870359995175;15;VIVENDA;765021,31;2645125,83;1629761,54;6171960,26;6171960,26;1880104,51;0,00;2394782,85;17634172,17;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;49;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA.SEÑORA DE LORETO PARCELA 3;2023;2028;;221;BARAJAS;Calle Venus, 5;Calle;Venus, 5;5;40.478115096648175;-3.5782742015807547;15;VIVENDA;599000,20;2390192,80;4754121,24;3585289,20;4182837,40;1234174,02;0,00;5353121,44;11991493,62;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;50;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SEÑORA DE LORETO PARCELA 4;2023;2029;;221;BARAJAS;Calle Venus, 1;Calle;Venus, 1;1;40.47844969402517;-3.578488778315957;15;VIVENDA;169110,30;1294145,12;85070,20;2588290,25;3235362,81;3882435,37;1772107,38;254180,50;12941451,23;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;51;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN PASEO DE LA DIRECCIÓN D-2;2021;2029;;206;TETUÁN;Calle Alberdi, 4;Calle;Alberdi, 4;4;40.4661601193303;-3.707966235988728;15;VIVENDA;78824,86;623670,62;401,86;3975900,23;4521612,03;4677529,69;1714228,19;79226,72;15591765,62;EN PROCESO;;;30/06/2025;;
