CeGe;Prog. Finan.;Objetivo;Indicador;DescripciÛn Indicador;Unidad de medida;Presupuestado
001151;16102;02;01;Control puntos vertidos industriales;N⁄MERO;220
001151;16102;03;03;Solicitud de cartografÌa de la red de alcantarillado;N⁄MERO/A—O;150
001151;16102;03;02;Consulta por particulares presenciales o por vÌa telefÛnica;N⁄MERO/A—O;2500
001151;16102;03;01;TramitaciÛn de expedientes;N⁄MERO/A—O;11000
001151;16102;03;09;SYR contestadas entre 16 dÌas y 3 meses;PORCENTAJE;90
001151;16102;03;04;Solicitudes datos cartogr·ficos gestionados en un plazo max;PORCENTAJE;100
001151;16102;03;05;Citas previas plazo 15 dÌas laborables;PORCENTAJE;100
001151;16102;03;06;ValoraciÛn media usuarios referencia tiempo citaciÛn;N⁄MERO;8
001151;16102;03;07;Usuarios satisfechos con informaciÛn recibida;PORCENTAJE;90
001151;16102;03;08;SYR contestadas en los 15 dÌas;PORCENTAJE;70
001151;16102;04;02;Inspecciones anuales de hidrantes para medir presiÛn y caudal;N⁄MERO/A—O;45000
001151;16102;04;01;nuevos hidrantes contra incendios instalados por los servicios municipales responsables, bien a peticiÛn de particul;N⁄MERO/A—O;30
001151;16102;05;01;Inspecciones anuales de fuentes de beber realizadas;N⁄MERO/A—O;18300
001151;16210;01;04;AtenciÛn a las incidencias y averÌas producidas en el parque en un plazo inferior a 48 horas (tanto las comunicadas por;N⁄MERO;80000
001151;16210;01;03;Volumen instalado por habitante (todas las fracciones);LITROS/PERSONA;52
001151;16210;01;02;Volumen recipientes instalado (todas las fracciones);LITROS;171000000
001151;16210;01;01;Parque recipientes instalado (todas las fracciones);N⁄MERO;352000
001151;16210;02;03;Parque recipientes instalado envases;N⁄MERO;83000
001151;16210;02;02;Parque recipientes instalado vidrio;N⁄MERO;8500
001151;16210;02;01;Parque recipientes instalado papel-cartÛn;N⁄MERO;13500
001151;16210;02;06;Volumen recipientes instalado papel-cartÛn;LITROS;28300000
001151;16210;02;05;Parque recipientes instalado ropa usada;N⁄MERO;1150
001151;16210;02;04;Parque recipientes instalado biorresiduo;N⁄MERO;115000
001151;16210;02;15;Volumen instalado por habitante ropa usada;LITROS/PERSONA;10
001151;16210;02;14;Volumen instalado por habitante biorresiduo;LITROS/PERSONA;11
001151;16210;02;13;Volumen instalado por habitante envases;LITROS/PERSONA;10
001151;16210;02;12;Volumen instalado por habitante vidrio;LITROS/PERSONA;8
001151;16210;02;11;Volumen instalado por habitante papel-cartÛn;LITROS/PERSONA;9
001151;16210;02;10;Volumen recipiente instalado ropa usada;LITROS;3000000
001151;16210;02;09;Volumen recipiente instalado biorresiduo;LITROS;36300000
001151;16210;02;08;Volumen recipientes instalado envases;LITROS;33200000
001151;16210;02;07;Volumen recipientes instalado vidrio;LITROS;25000000
001151;16210;03;01;% vehÌculos recolectores compactadores poco contaminantes;PORCENTAJE;100
001151;16210;04;07;Zonas recogida cartÛn comercial puerta a puerta;KIL”METROS;477
001151;16210;04;06;Frecuencia media vaciado contenedores vidrio (porcentaje llenos < 3 %);N⁄MERO/MES;2
001151;16210;04;05;Frecuencia media vaciado contenedores papel-cartÛn (porcentaje llenos < 3 %);N⁄MERO/SEMANA;2
001151;16210;04;01;Frecuencia recogida recipientes ìrestoî (hasta mayo 2024);DÕAS/A—O;298
001151;16210;04;04;Frecuencia recogida recipientes individuales ìenvasesî;DÕAS/A—O;365
001151;16210;04;02;Frecuencia recogida recipientes ìrestoî (a partir junio 2024);DÕAS/A—O;208
001151;16210;04;03;Frecuencia recogida recipientes ìbiorresiduoî;DÕAS/A—O;363
001151;16210;05;05;RedacciÛn proyectos construcciÛn 2 PLFs;N⁄MERO;2
001151;16210;05;03;Puntos limpios fijos adecuados y mejorados;N⁄MERO;16
001151;16210;05;04;Puntos limpios proximidad 24 horas;N⁄MERO;7
001151;16210;05;01;Disponibilidad de Puntos limpios de proximidad;N⁄MERO;142
001151;16210;05;02;Disponibilidad de Puntos limpios mÛviles (paradas semanales);N⁄MERO;360
001151;16210;06;01;Instalaciones de recepciÛn, adecuaciÛn y entrega objetos reutilizables;N⁄MERO;2
001151;16210;07;01;N∫ de campaÒas;N⁄MERO;3
001151;16230;01;06;MANTENIMIENTO DEL VERTEDERO CLAUSURADO: POZOS , SELLADO Y MANTENIMIENTO FORESTAL;HECT¡REAS;110
001151;16230;01;05;ELIMINACI”N EN VERTEDERO SIN TRATAMIENTO PREVIO POR RAZONES T…CNICAS;TONELADAS;123547
001151;16230;01;04;ELIMINACI”N EN VERTEDERO DE RECHAZOS DE TRATAMIENTO NO VALORIZABLES;TONELADAS;407527
001151;16230;01;03;RESIDUOS VALORIZADOS ENERG…TICAMENTE;TONELADAS;300000
001151;16230;01;02;RESIDUOS RECUPERADOS Y PREPARADOS PARA SU RECICLAJE;TONELADAS;154000
001151;16230;01;01;ENTRADA DE RESIDUOS EN EL PTV;TONELADAS;1226000
001151;16230;02;05;ELECTRICIDAD GENERADA  A PARTIR DEL BIOG¡S DEL VERTEDERO DE LAS DEHESAS;MEGAVATIO/HORA;19000
001151;16230;02;04;ELECTRICIDAD GENERADA  EN  LA GALIANA CON BIOG¡S EXTRAIDO  EN EL VERTEDERO DE VALDEMING”MEZ;MEGAVATIO/HORA;30000
001151;16230;02;03;BIOMETANO  INYECTADO A LA RED GASISTA (normal metros c˙bicos/aÒo, Nm3 /aÒo);MEGAVATIO/HORA;165000
001151;16230;02;02;BIOG¡S GENERADO EN EL PROCESO DE BIOMETANIZACI”N DE LA MATERIA ORG¡NICA (normal metros c˙bicos/aÒo, Nm3 /aÒo);METROS C⁄BICOS;36000000
001151;16230;02;01;PRODUCCI”N DE ENERGÕA EL…CTRICA EN PLANTA DE LAS LOMAS;MEGAVATIO/HORA;220000
001151;16230;03;05;OBRAS PARA LA REDUCCI”N DE OLORES Y MANTENIMIENTO;N⁄MERO;7
001151;16230;03;04;CARACTERIZACIONES DE RESIDUOS;N⁄MERO;1572
001151;16230;03;03; CONTROLES DE EMISIONES FUGITIVAS;N⁄MERO;12
001151;16230;03;02;ANALÕTICAS DE OLORES;N⁄MERO;1950
001151;16230;03;01;ANALÕTICAS DE PAR¡METROS AMBIENTALES Y CONTROL DE LA CALIDAD AMBIENTAL DEL AIRE, SUELO Y EL AGUA DEL ENTORNO DEL PTV Y;N⁄MERO;27000
001151;16230;04;04;N⁄MERO DE VISITANTES PTV: HOMBRES;N⁄MERO;2408
001151;16230;04;03;N⁄MERO DE VISITANTES PTV: MUJERES;N⁄MERO;2093
001151;16230;04;02;N⁄MERO DE VISITANTES AL PTV;N⁄MERO;4501
001151;16230;04;01;INCORPORACI”N DE LA PERSPECTIVA DE G…NERO EN EL PLAN DE VISITANTES DEL PTVN⁄MERO DE VISITANTES AL PTV;N⁄MERO;1
001151;16278;01;02;COMPOST PRODUCIDO;TONELADAS;15000
001151;16278;01;01;MATERIA ORGANICA TRATADA;TONELADAS;50000
001151;16301;01;03;RCD;KILOGRAMOS;500000
001151;16301;01;02;PINTADAS ELIMINADAS;M2;320000
001151;16301;01;01;PINTADAS ELIMINADAS;N⁄MERO;41000
001151;16301;02;02;TIEMPO MEDIO DE RESPUESTA EN ACTUACIONES;MINUTOS;10
001151;16301;02;01;INTERVENCIONES;N⁄MERO;43000
001151;16301;03;03;T RECOGIDAS DE PAPEL/CART”N;TONELADAS;2500
001151;16301;03;02;T RECOGIDAS DE FRACC. ENVASES;TONELADAS;200
001151;16301;03;01;T RECOGIDAS DE FRACCI”N RESTO;TONELADAS;45000
001151;16301;04;04;¡REAS INFANTILES ADAPTADAS CON JUEGOS DE INTEGRACI”N;N⁄MERO;5
001151;16301;04;03;ELEMENTOS DE MOBILIARIO URBANO REPARADOS;N⁄MERO;2000
001151;16301;04;02;ELEMENTOS DE MOBILIARIO URBANO INSTALADOS NUEVOS O REPUESTOS;N⁄MERO;8000
001151;16301;04;01;¡REAS INFANTILES, AREAS DE MAYORES Y CIRCUITOS DEPORTIVOS;N⁄MERO;3000
001151;16301;05;01;HORAS DE PRESTACI”N AMBIENTAL SUSTITUTORIA DE LAS SANCIONES ECON”MICAS POR INFRACCI”N DE LA ORDENANZA DE LIMPIEZA.;N⁄MERO;300
001151;17101;01;01;SUPERFICIE DE PARQUES;M2;29412000
001151;17101;02;01;N˙mero indicadores calidad a calcular en parques y viveros;N⁄MERO;34
001151;17101;03;01;Expedientes informados patrimonio verde;N⁄MERO/A—O;2000
001151;17101;04;04;Õndice consumo red de riego zonas verdes municipales;N⁄MERO/A—O;30
001151;17101;04;03;Intervenciones en la red de riego;N⁄MERO/A—O;7000
001151;17101;04;02;AuditorÌas de la red de riego en distritos;N⁄MERO/A—O;1
001151;17101;04;01;SupervisiÛn y control consumo agua potable en contadores;N⁄MERO/A—O;30000
001151;17101;05;02;EjecuciÛn de obras;N⁄MERO/A—O;10
001151;17101;05;01;RedacciÛn de proyectos;N⁄MERO/A—O;4
001151;17101;06;01;ARBOLES BAJO REVISI”N;PORCENTAJE;80
001151;17101;07;01; ESPECIES ARB”REAS DISTINTAS PRESENTES EN LA CIUDAD;N⁄MERO;485
001151;17101;07;02;ESPECIES ARBUSTIVAS DISTINTAS PRESENTES EN LA CIUDAD;N⁄MERO;602
001151;17101;07;03;MICRORRESERVAS EXISTENTES EN LOS PARQUES;N⁄MERO;4
001151;17101;07;04;CAJAS NIDO INSTALADAS ANUALMENTE;N⁄MERO/A—O;50
001151;17102;01;01;ARBOLES BAJO VIGILANCIA;N⁄MERO/A—O;1000
001151;17102;02;01;Expedientes a informar en zonas verdes;N⁄MERO/A—O;19000
001151;17102;03;01;EjecuciÛn de obras;N⁄MERO/A—O;12
001151;17102;04;01;ESPECIES ARB”REAS DISTINTAS PRESENTES EN LA CIUDAD;N⁄MERO;485
001151;17102;04;02;ESPECIES ARBUSTIVAS DISTINTAS PRESENTES EN LA CIUDAD;N⁄MERO;602
001151;17102;04;03;MICRORRESERVA EN LAS ZONAS VERDES;N⁄MERO;4
001151;17102;04;04;CAJAS NIDO INSTALADAS ANUALMENTE;N⁄MERO/A—O;100
001151;17102;05;01;superficie de zonas verdes;M2;3200000
001151;17102;05;02;posiciones en arbolado viario;N⁄MERO/A—O;60000
001151;17102;06;01;·rboles plantados;N⁄MERO/A—O;100000
001151;17102;06;02;arbustos plantados;N⁄MERO/A—O;700
001151;17102;06;03;arboles podados;N⁄MERO/A—O;500
001161;15200;01;01;INSTRUC. MEJORA ORGANIZACI”N Y FUNCIONAMIENTO DEL ¡REA;N⁄MERO;100
001161;15200;01;02;SERV. PRESTADOS POR CONDUC. A DIST. UNIDADES ORG¡NICAS;N⁄MERO;500
001161;15200;01;03;EXPEDIENTES DE COMPRAS CENTRALIZADAS Y CONTRATOS MENORES;N⁄MERO;150
001161;15200;01;04;ENTRADAS RECIBIDAS EN EL REGISTRO;N⁄MERO;61483
001161;15200;01;05;SOLICITUDES  INFORM¡TICAS. EQUIPOS Y ACCESORIOS. PROGAMAS Y APP INFORMATICAS Y LINEAS Y TERMINALES TELEFONICOS;N⁄MERO;2700
001161;15200;01;06;ACREDITACI”N DE FIRMA ELECTR”NICA;N⁄MERO;300
001161;15200;01;07;CONTR.QUE INCLUYEN ENTRE SUS CLAUS. SOCIALES  CLAUSULAS DE IGUALDAD;N⁄MERO;7
001161;15200;01;08;MUJERES EMPLEADAS EN LOS CONTRATOS DE LOS SERV. COMUNES;N⁄MERO;20
001161;15200;01;09;HOMBRES  EMPLEADOS EN LOS CONTRATOS DE LOS SERV. COMUNES;N⁄MERO;12
001161;15200;01;10;MUJERES EMPLEADAS PUESTOS COORDINACI”N POR EMPRESAS ADJUD.;N⁄MERO;3
001161;15200;01;11;HOMBRES EMPLEADOS PUESTOS COORDINACI”N POR EMPRESAS ADJUD.;N⁄MERO;4
001161;15200;01;12;N⁄MERO DE VISITAS AL EDIFICIO;N⁄MERO;15000
001161;15200;02;01;ANUNCIOS PUBLICADOS;N⁄MERO;1210
001161;15200;02;02;TRAMI.SOLC.VISTA Y COPIA EXP. ARCHIVADOS;N⁄MERO;7500
001161;15200;02;03;PERSONAS FÕSICAS QUE SOLICITAN CONSULTA DE EXPEDIENTES URBANÕSTICOS ARCHIVADOS;N⁄MERO;6000
001161;15200;02;04;MUJERES QUE SOLICITAN CONSULTA DE EXPEDIENTES URBANÕSTICOS ARCHIVADOS;MUJERES;3500
001161;15200;02;11;INFORMES SOBRE ANTECEDENTES DE LICENCIAS DE ACTIVIDAD;N⁄MERO;500
001161;15200;02;10;DIGITALIZACI”N Y OPTIMIZADO DE PLANOS Y DOCUMENTOS;N⁄MERO;381000
001161;15200;02;09;FOTOCOPIA EFECTUADAS DE EXPEDIENTES Y PLANOS;N⁄MERO;50500
001161;15200;02;08;ARCHIVO EXPEDIENTE;N⁄MERO;17000
001161;15200;02;07;EXPEDIENTES ARCHIVADOS SERV. DISTINTAS UNIDADES DEL ¡REA PARA CONSULTAS CIUDADANAS;N⁄MERO;7500
001161;15200;02;06;CONSUL.TELEF”NICAS ATENDIDAS DE EXPEDIENTES ARCHIVADOS EN TESTIMONIOS;N⁄MERO;1200
001161;15200;02;05;HOMBRES QUE SOLICITAN CONSULTA DE EXPEDIENTES URBANÕSTICOS ARCHIVADOS;HOMBRES;4000
001161;15200;03;07;Grado de ejecuciÛn presupuestaria del ¡rea de Gobierno;PORCENTAJE;95
001161;15200;03;06;GestiÛn de solicitudes de informaciÛn mensuales y trimestrales realizadas en materia econÛmico presupuestaria;N⁄MERO;32
001161;15200;03;05;Informes Estado ejecuciÛn;N⁄MERO;24
001161;15200;03;04;Expedientes de caja Fija;N⁄MERO;250
001161;15200;03;03;TramitaciÛn documentos contables;N⁄MERO;2480
001161;15200;03;02;Modificaciones Presupuestarias;N⁄MERO;20
001161;15200;03;01;ElaboraciÛn presupuestos;N⁄MERO;1
001161;15200;04;01;Contratos adjudicados;N⁄MERO;40
001161;15200;04;02;Anuncios publicados;N⁄MERO;45
001161;15200;04;03;Incidencias Contractuales;N⁄MERO;15
001161;15200;04;04;Liquidaciones y Devoluciones de GarantÌ;N⁄MERO;5
001161;15200;04;05;Inscripciones en el Registro de Contratos;N⁄MERO;70
001161;15200;04;06;Contratos que incluyan cl·usulas de igualdad en relacion al lenguaje inclusivo;N⁄MERO;40
001161;15200;05;01;N˙mero de campaÒas publicitarias en  el ¡rea de Gobierno de PolÌticas de Vivienda durante 2024;N⁄MERO;20
001161;15200;06;01;Modificaciones de RPT elaboradas;N⁄MERO;8
001161;15200;06;07;Di·logo bidireccional;N⁄MERO;150
001161;15200;06;06;ConciliaciÛn familiar;N⁄MERO;30
001161;15200;06;05;Bajas en plantilla;N⁄MERO;20
001161;15200;06;04;Altas en plantilla;N⁄MERO;50
001161;15200;06;03;Productividad;N⁄MERO;60
001161;15200;06;02;ProvisiÛn de puestos;N⁄MERO;100
001161;15200;07;11;Grupos de trabajo para implementaciÛn de la Transversalidad de GÈnero;N⁄MERO;1
001161;15200;07;10;Hombres partcipantes en cuencuentros, talleres y grupos actuaciones de regeneraciÛn urbana;N⁄MERO;55
001161;15200;07;09;Mujeres participantes en encuentros, talleres y  grupos actuaciones de regeneraciÛn urbana;N⁄MERO;55
001161;15200;07;08;CiudadanÌa participante desagregada por sexo;N⁄MERO;110
001161;15200;07;07;Talleres, grupos y encuentros con la ciudadanÌa en relaciÛn a actuaciones de regeneraciÛn urbana;N⁄MERO;5
001161;15200;07;06;Grupos de trabajo intramunicipales para la actualizaciÛn de servicios para la ciudadanÌa;N⁄MERO;2
001161;15200;07;05;Procesos revisados para su conversiÛn a  digital;N⁄MERO;10
001161;15200;07;04;Hombres que partipan en grupos de trabajo transformaciÛn digital;N⁄MERO;20
001161;15200;07;03;Mujeres que participan en grupos de trabajo transformaciÛn digital;N⁄MERO;20
001161;15200;07;02;Personas que participan en los grupos desagregadas por sexo;N⁄MERO;40
001161;15200;07;01;Grupos de trabajo transformaciÛn digital;N⁄MERO;2
001161;15200;07;12;Personal que participan en grupos de transversalidad de gÈnero;N⁄MERO;10
001161;15200;07;13;Mujeres que participan en grupos transveralidad de gÈnero;N⁄MERO;5
001161;15200;07;14;Hombres que participan en grupos transveralidad de gÈnero;N⁄MERO;5
001161;15200;08;01;EXPEDIENTES REMITIDOS AL PLENO N⁄MERO EXPEDIENTES REMITIDOS A LA JUNTA DE GOBIERNO;N⁄MERO;17
001161;15200;08;02;DECRETOS Y RESOLUCIONES DE LOS ”RGANOS UNIPERSONALES;N⁄MERO;331
001161;15200;08;03;TRAMITACI”N EXPEDIENTES DE SOLICITUD DE ACCESO A LA INFORMAC;N⁄MERO;7
001161;15200;08;04;CONTESTACI”N SYR COMPETENCIA DE LA SECRETARÕA GENERAL T…CNIC;N⁄MERO;3
001161;15200;08;05;TRAMITACI”N DE PLAN ESTRAT…GICO DE SUBVENCIONES Y SUS MODIFI;N⁄MERO;1
001161;15200;09;01;RECURSOS CONTRA RESOLUCIONES Y ACUERDOS TITU. ¡REA, JG;N⁄MERO;5
001161;15200;10;01;PROYECTO ORDENANZAS Y DISPOSICIONES GENERALES ASÕ COMO PROPUESTA ACUERDO Y DISPOSICI”N DE CAR¡CTER ORGANIZATIVA;N⁄MERO;2
001161;15200;10;02;OBSERVACIONES A BORRADOR DE PROYECTOS NORMAS Y DISPOSICIONES;N⁄MERO;7
001161;15200;11;01;DICTAMENES E INFORMES JURÕDICOS;N⁄MERO;10
001161;15200;12;01;TRAMI. EXPEDIENTES DE CONVENIOS DE COLABORACI”N;N⁄MERO;5
001161;15200;12;02;INCORP. CONVENIOS A LOS REGISTROS CORRESPONDIENTES;N⁄MERO;5
001161;15200;13;01;ACTUACIONES RELACIONADAS CON LOS TRIBUNALES DE JUSTICIA;N⁄MERO;25
001161;15200;14;01;Contratos de base tecnolÛgica;N⁄MERO;2
001161;15200;14;02;Desarrollo de pilotos de nuevas tecnologÌas;N⁄MERO;3
001161;15200;14;03;ImplantaciÛn de cuadros de mando comunes;N⁄MERO;10
001161;15200;14;04;Desarrollo de nuevas secciones en la web transforma.madrid.es;N⁄MERO;4
001161;15200;14;05;ParticipaciÛn en proyectos transversales de la Oficina Digital;N⁄MERO;4
001161;15210;01;01;VIVIENDAS EN EJECUCI”N;N⁄MERO;3272
001161;15210;02;01;GASTOS DE GESTION (EMISION DE OBLIGACIONES Y ORDENES DE PAGO);N⁄MERO;4
001161;15220;01;01;CONVOCATORIA DE SUBVENCIONES;N⁄MERO;5
001161;15220;02;01;GESTI”N DE ENCARGOS, CONVENIOS O CONTRATOS;N⁄MERO;13
001161;15230;01;01;DIAGNOSTICOS PARA LA REGENERACION EN BLOQUE ABIERTO;N⁄MERO;5
001161;15230;01;02;ESTUDIOS DE TITULARIDAD REGISTRAL EN BLOQUE ABIERTO;N⁄MERO;1
001161;15230;01;03;ESTUDIOS SECTORIALES DE REGENERACION;N⁄MERO;3
001161;15230;01;04;ACTUACIONES DE DIVULGACION DEL PLAN DE REGENERACION;N⁄MERO;3
001161;15230;01;05;DESARROLLO DE PROYECTOS INTERNACIONALES;N⁄MERO;1
001161;15230;02;03;ANTEPROYECTOS DE URBANIZACION;N⁄MERO;9
001161;15230;02;02;REGULARIZACION REGISTRAL;N⁄MERO;3
001161;15230;02;01;PLANES Y PROYECTOS;N⁄MERO;2
001161;15230;03;03;INTERVENCION EN CASCOS HISTORICOS;N⁄MERO;1
001161;15230;03;02;INTERVENCION EN COLONIAS HISTORICAS;N⁄MERO;2
001161;15230;03;01;INTERVENCION EN APIRUS;N⁄MERO;11
001161;15230;04;01;SUPERVISION DE INTERVENCIONES DE REURBANIZACION;N⁄MERO;16
001161;15279;01;01;N⁄MERO DE VIVIENDAS ADAPTADAS;N⁄MERO;100
001161;91215;01;01;ADQUISICIONES DE PRODUCTOS DE ATENCI”N PROTOCOLARIA;N⁄MERO;11
001180;23100;01;09;CONVOCATORIAS P⁄BLICAS DE SUBVENCIONES QUE RECOGEN CRITERIOS DE IGUALDAD;PORCENTAJE;100
001180;23100;01;08;CONVOCATORIA P⁄BLICAS Y SUBVENCIONES;N⁄MERO;9
001180;23100;01;07;INSCRIPCIONES EN EL LIBRO DE RESOLUCIONES;N⁄MERO;7500
001180;23100;01;06;ASESORAMIENTO EN LA TRAMITACION DE EXPEDIENTES DE JUSTIFICACION Y REINTEGROS DE SUBVENCIONES;N⁄MERO;500
001180;23100;01;05;ASESORAMIENTO EN LA TRAMITACION DE EXPEDIENTES DE CONCESION DE SUBVENCIONES Y PREMIOS;N⁄MERO;150
001180;23100;01;04;DISPOSICIONES Y RESOLUCIONES PUBLICADAS;N⁄MERO;40
001180;23100;01;03;ASUNTOS DE JUNTA DE GOBIERNO Y PLENO;N⁄MERO;170
001180;23100;01;02;INFORMES DE CONTENIDO JURÕDICO;N⁄MERO;155
001180;23100;01;01;TRAMITACI”N DE CONVENIOS;N⁄MERO;90
001180;23100;02;06;SERVICIO DE LIMPIEZA;HORAS/A—O;91524
001180;23100;02;05;SERVICIO DE SEGURIDAD Y VIGILANCIA;HORAS/A—O;67160
001180;23100;02;04;SUPERFICIE ZONAS VERDES EN MANTENIMIENTO;M2;47140
001180;23100;02;03;MANTENIMIENTO DE EDIFICIOS;M2;43349
001180;23100;02;02;SUPERFICIE DE LOS EDIFICIOS ADSCRITOS AL ¡REA DE GOBIERNO;M2;68998
001180;23100;02;01;EDIFICIOS ADSCRITOS AL ¡REA DE GOBIERNO;N⁄MERO;23
001180;23100;03;01;EXPEDIENTES DE CONTRATACI”N;N⁄MERO;170
001180;23100;03;02;ANUNCIOS EN MATERIA DE CONTRATACI”N;N⁄MERO;300
001180;23100;03;03;CONTRATOS QUE INCLUYEN CLA⁄SULAS SOCIALES RELATIVAS A IGUALDAD;N⁄MERO;160
001180;23100;03;04;CONTRATOS QUE INCLUYEN CLA⁄SULAS DE IGUALDAD EN RELACI”N AL LENGUAJE INCLUSIVO;N⁄MERO;170
001180;23100;04;01;INFORMES RELATIVOS A LA EJECUCI”N PRESUPUESTARIA;N⁄MERO;52
001180;23100;04;02;DOCUMENTOS CONTABLES EN FIRME TRAMITADOS;N⁄MERO;8000
001180;23100;04;03;PAGOS EFECTUADOS A TRAV…S DE ANTICIPOS DE CAJA FIJA;N⁄MERO;1500
001180;23100;04;04;ACTUACIONES EFECTUADAS SOBRE EL PRESUPUESTO DE INGRESO;N⁄MERO;160
001180;23100;05;01;EXPEDIENTES DE CREACI”N Y MODIFICACI”N PUESTOS DE TRABAJO;N⁄MERO;25
001180;23100;05;02;EXPEDIENTES PROVISI”N PUESTOS EN SUS DISTINTAS MODALIDADES (MUJERES);N⁄MERO;120
001180;23100;05;03;EXPEDIENTES PROVISI”N PUESTOS EN SUS DISTINTAS MODALIDADES (HOMBRES);N⁄MERO;30
001180;23100;05;04;GESTION DE TIEMPOS DE PERSONAL DEL ¡REA DE GOBIERNO (MUJERES);N⁄MERO;650
001180;23100;05;05;GESTION DE TIEMPOS DE PERSONAL DEL ¡REA DE GOBIERNO (HOMBRES);N⁄MERO;250
001180;23100;05;06;PROCEDIMIENTOS DE GESTI”N DE LA INCAPACIDAD TEMPORAL (MUJERES);N⁄MERO;700
001180;23100;05;07;PROCEDIMIENTO DE GESTI”N DE LA INCAPACIDAD TEMPORASL (HOMBRES);N⁄MERO;200
001180;23100;05;08;TRAMITACI”N DE EXPEDIENTES DE ALTA, BAJA Y MODIFICACIONES DE RETRIBUCIONES COMPLEMENTARIAS (MUJERES);N⁄MERO;1600
001180;23100;05;09;TRAMITACI”N DE EXPEDIENTES DE ALTA, BAJA Y MODIFICACIONES DE RETRIBUCIONES COMPLEMENTARIAS (HOMBRES);N⁄MERO;800
001180;23100;05;10;EDICIONES DE FORMACI”N ESPECÕFICA;N⁄MERO;55
001180;23100;05;11;EXPEDIENTES DE REDUCCI”N DE JORNADA POR CUIDADO DE HIJOS/MAYORES A CARGO (MUJERES);N⁄MERO;15
001180;23100;05;12;EXPEDIENTES DE REDUCCI”N DE JORNADA POR CUIDADO DE HIJOS/MAYORES A CARGO (HOMBRES);N⁄MERO;3
001180;23100;05;13;EXPEDIENTES DE EXCEDENCIA POR CUIDADO DE FAMILIARES (MUJERES);N⁄MERO;3
001180;23100;05;14;EXPEDIENTES DE EXCEDENCIA POR CUIDADO DE FAMILIARES (HOMBRES);N⁄MERO;1
001180;23100;05;15;TRABAJADORES EN R…GIMEN DE TELETRABAJO (MUJERES);N⁄MERO;430
001180;23100;05;16;TRABAJADORES EN R…GIMEN DE TELETRABAJO (HOMBRES);N⁄MERO;90
001180;23100;06;01;REGISTRO;N⁄MERO;85000
001180;23100;06;02;RECEPCI”N DE PETICIONES DE VALORACI”N LEY DEPENDENCIA;N⁄MERO;30000
001180;23100;06;03;GESTION SOLICITUDES CL@VE PERMANENTE;N⁄MERO;1500
001180;23100;07;01;EJECUCI”N DE MEDIDAS DERIVADAS DE LOS PLANES DE AUTOPROTECCI”N.;N⁄MERO;17
001180;23100;08;04;ACCESOS A LA INFORMACI”N P⁄BLICA;N⁄MERO;50
001180;23100;08;03;INFORMES A PETICI”N DE FOROS LOCALES DE DISTRITO;N⁄MERO;15
001180;23100;08;02;INFORMES A INICIATIVAS DE PLENOS DE DISTRITO;N⁄MERO;450
001180;23100;08;01;PETICIONES DE INFORMACI”N DE GRUPOS POLÕTICOS;N⁄MERO;120
001180;23101;01;04;Porcentaje de proyectos concedidos en la linea de violencia en el marco de la convocatoria de concurrencia;PORCENTAJE;30
001180;23101;01;03;Puntos violeta instalados en la ciudad de Madrid;N⁄MERO;55
001180;23101;01;02;Estudios e investigaciones realizadas;N⁄MERO;1
001180;23101;01;01;CampaÒas de informaciÛn, concienciaciÛn y sensibilizaciÛn a la ciudadanÌa frente a las violencias machistas;N⁄MERO;3
001180;23101;02;11;Atenciones realizadas por la Unidad MÛvil del SAVG;N⁄MERO;250
001180;23101;02;10;Mujeres atendidas en SAVG 24H;N⁄MERO;2050
001180;23101;02;09;Incremento del n˙mero de derivaciones desde ASP al SAVG;PORCENTAJE;5
001180;23101;02;08;Mujeres participantes en Jornadas de formaciÛn continua dirigidas a profesionales que atienden a vÌctimas de VG;N⁄MERO;40
001180;23101;02;07;Jornadas de formaciÛn continua dirigidas a profesionales que atienden a vÌctimas de VG;N⁄MERO;2
001180;23101;02;06;Hombres participantes en cursos CIFSE;N⁄MERO;36
001180;23101;02;05;Mujeres participantes en cursos CIFSE;N⁄MERO;4
001180;23101;02;20;Menores atendidos en el PMORVG (III);N⁄MERO;50
001180;23101;02;19;Mujeres atendidas en los P.M.O.R.V.G;N⁄MERO;2000
001180;23101;02;18;Expedientes derivados del Punto coordinador;N⁄MERO;1600
001180;23101;02;17;Mujeres y menores alojados en emergencia en hoteles en la ciudad de Madrid;N⁄MERO;25
001180;23101;02;16;Menores alojados en viviendas de semiautonomia;N⁄MERO;20
001180;23101;02;04;Sesiones sobre atenciÛn integral especializada realizadas por el CIFSE;N⁄MERO;2
001180;23101;02;03;N∫ de hombres participantes en cursos de formaciÛn;N⁄MERO;10
001180;23101;02;02;N∫ de mujeres participantes en cursos de formaciÛn;N⁄MERO;70
001180;23101;02;01;N∫ de cursos realizados en la Escuela de FormaciÛn del Ayuntamiento de Madrid;N⁄MERO;2
001180;23101;02;12;Mujeres alojadas en recursos de alojamiento protegido (ZET / CE);N⁄MERO;360
001180;23101;02;13;Menores alojados en recursos de alojamiento protegidos (ZET /CE);N⁄MERO;270
001180;23101;02;14;Porcentaje de mujeres que aceptan alojarse en recurso de protecciÛn tras valorar el equipo tÈcnico del SAVG 24h que prec;PORCENTAJE;40
001180;23101;02;15;Mujeres alojadas en viviendas de semiautonomia;N⁄MERO;25
001180;23101;02;21;Mujeres atendidas en los CAPSEM;N⁄MERO;1900
