CeGe;Prog. Finan.;Objetivo;Indicador;DescripciÛn Indicador;Unidad de medida;Presupuestado
001180;23101;02;22;Hijos/as menores atendidos en los CAPSEM;N⁄MERO;510
001180;23101;02;23;Familias atendidas en los CAPSEM.;N⁄MERO;1950
001180;23101;02;24;Terminales ATENPRO entregados;N⁄MERO;420
001180;23101;02;25;Interpretaciones (telefÛnicas y presenciales) realizadas;N⁄MERO;790
001180;23101;02;26;Traducciones realizadas;N⁄MERO;10
001180;23101;02;27;Mujeres beneficiarias del servicio de traducciÛn e interpretaciÛn;N⁄MERO;200
001180;23101;02;28;Incremento del n˙mero de derivaciones desde los Espacios de Igualdad al SAVG;PORCENTAJE;5
001180;23101;02;29;Incremento del n˙mero de derivaciones desde Espacios de Igualdad a los PMORVG;PORCENTAJE;5
001180;23101;02;30;Incremento del n˙mero de derivaciones desde ASP a los PMORVG;PORCENTAJE;5
001180;23101;03;01;Cursos formativos especializados a profesionales para la atenciÛn a vÌctimas de trata, prostituciÛn y violencia sexual;N⁄MERO;2
001180;23101;03;02;Mujeres participantes en cursos formativos especializados a profesionales para la atenciÛn a vÌctimas de trata, prostitu;N⁄MERO;39
001180;23101;03;03;Hombres participantes en cursos formativos especializados a profesionales para la atenciÛn a vÌctimas de trata, prostitu;N⁄MERO;1
001180;23101;03;04;Itinerarios formativos dirigidos a vÌctimas de trata y mujeres en prostituciÛn;N⁄MERO;2
001180;23101;03;05;Mujeres participantes en Itinerarios formativos dirigidos a vÌctimas de trata y mujeres en prostituciÛn;N⁄MERO;31
001180;23101;03;06;Atenciones de mediaciÛn realizadas en la red de atenciÛn integral a vÌctimas de trata o en situaciÛn de prostituciÛn;N⁄MERO;500
001180;23101;03;07;Mujeres atendidas en la Unidad MÛvil y el Centro C. Arenal;N⁄MERO;1450
001180;23101;03;08;Mujeres acogidas en los recursos de alojamiento;N⁄MERO;18
001180;23101;03;09;Menores acogidos en los recursos de alojamiento;N⁄MERO;8
001180;23101;03;10;Mujeres atendidas en el Centro de Crisis 24h;N⁄MERO;550
001180;23101;03;11;Asesoramientos prestados a familias y profesionales C. Crisis 24h;N⁄MERO;360
001180;23101;03;12;Mujeres y menores alojados en el Centro de emergencia para vÌctimas de trata y otros abusos de derechos humos en context;EUROS;50
001180;23101;03;13;Mujeres atendidas en en Centro de atencion contra la Violencia sexual 'Benita Pastrana';N⁄MERO;200
001180;23101;03;14;Entidades o redes de trabajo que colaboran frente a la MGF y matrimonios forzados tempranos;N⁄MERO;2
001180;23101;04;11;Mujeres vÌctimas de VG (todas las manfestaciones) participantes en Convenio de la A.E insertadas en el mercado laboral;N⁄MERO;105
001180;23101;04;10;Mujeres victimas de VG (todas las manifestaciones) que han mejorado su empleabilidad en el marco del convenio con la A.E;N⁄MERO;58
001180;23101;04;09;Mujeres victimas de VG (todas las manifestaciones) derivadas a Agencia de Empleo;N⁄MERO;230
001180;23101;04;08;Mujeres participantes en talleres de apoyo a la inserciÛn sociolaboral a vÌctimas de violencia de gÈnero en el ·mbito de;N⁄MERO;50
001180;23101;04;07;Talleres de apoyo a la inserciÛn sociolaboral a vÌctimas de violencia de gÈnero en el ·mbito de la pareja/expareja;N⁄MERO;5
001180;23101;04;06;Mujeres derivadas desde la bolsa de empleo desde la Red de Trata y prostituciÛn;N⁄MERO;75
001180;23101;04;05;Empresas y entidades colaboradoras contactadas para la bolsa de empleo desde la Red de Trata y prostituciÛn;N⁄MERO;75
001180;23101;04;04;Porcentaje de mujeres insertadas laboralmente en relaciÛn al total de participantes en acciones de mejora de su empleabi;PORCENTAJE;25
001180;23101;04;03;Inserciones laborales efectivas de mujeres vÌctimas de violencia de gÈnero, en todas sus manifestaciones;N⁄MERO;100
001180;23101;04;02;Mujeres participantes en acciones formativas para la mejora de la empleabilidad ofrecidas desde la Red de AtenciÛn Integ;N⁄MERO;320
001180;23101;04;01;Acciones formativas para la mejora de la empleabilidad ofrecidas desde la Red de AtenciÛn Integral a vÌctimas de trata y;N⁄MERO;100
001180;23101;05;02;Actuaciones de reconocimiento social y/o en memoria de las mujeres vÌctimas de violencia machista, en todas sus manifest;N⁄MERO;2
001180;23101;05;01;Actuaciones realizadas para asegurar el empoderamiento y la reparaciÛn de las vÌctimas de trata, prostituciÛn y violenci;N⁄MERO;2
001180;23101;06;03;Seguimiento y/o elebaoraciones de protocolos en materia de violencia sexual;N⁄MERO;2
001180;23101;06;02;Revisiones y/o elaboraciones de protocolos de colaboraciÛn y coordinaciÛn con entidades e instituciones en pareja/expare;N⁄MERO;1
001180;23101;06;01;Revisiones y/o elaboraciones de protocolos de colaboraciÛn y coordinaciÛn con entidades e instituciones en trata y prost;N⁄MERO;1
001180;23102;01;26;SATISFACCI”N DE LAS FAMILIAS ATENDIDAS EN EL PROYECTO UN HOGAR FUERA DEL HOGAR DE LA FUNDACI”N INFANTIL RONALD MC DONAL;PUNTUACI”N S/10;9
001180;23102;01;25;BENEFICIARIOS DEL PROYECTO UN HOGAR FUERA DEL HOGAR DE LA FUNDACI”N INFANTIL RONALD MC DONALD;N⁄MERO;600
001180;23102;01;24;FAMILIAS ATENDIDAS EN EL PROYECTO CASAS LECTORAS DE LA FUNDACI”N GERMAN S¡NCHEZ RUP…REZ;N⁄MERO;400
001180;23102;01;23;SATISFACCI”N DE LAS FAMILIAS ATENDIDAS EN EL PROYECTO CASA VERDE DE LA FUNDACI”N MANANTIAL;PUNTUACI”N S/10;8
001180;23102;01;22;NI—OS ATENDIDOS EN EL PROYECTO CASA VERDE DE LA FUNDACI”N MANANTIAL;HOMBRES;20
001180;23102;01;21;NI—AS ATENDIDAS EN EL PROYECTO CASA VERDE DE LA FUNDACI”N MANANTIAL;MUJERES;25
001180;23102;01;20;FAMILIAS ATENDIDAS EN EL PROYECTO CASA VERDE DE LA FUNDACI”N MANANTIAL;N⁄MERO;20
001180;23102;01;19;% DE MADRES EN ACTIVIDADES DEL SERVICIO DE EDUCACI”N SOCIAL;MUJERES;70
001180;23102;01;18;% DE PADRES EN ACTIVIDADES DEL SERVICIO DE EDUCACI”N SOCIAL;HOMBRES;30
001180;23102;01;17;FAMILIAS CON OBJETIVOS CUMPLIDOS EN EL SERVICIO DE EDUCACI”N SOCIAL;PORCENTAJE;65
001180;23102;01;16;FAMILIAS ATENDIDAS EN EL SERVICIO DE EDUCACI”N SOCIAL;N⁄MERO;3000
001180;23102;01;15;FAMILIAS SATISFECHAS O MUY SATISFECHAS CON EL PROGRAMA CASA GRANDE;PORCENTAJE;90
001180;23102;01;14;NI—OS ATENDIDOS EN EL PROGRAMA CASA GRANDE;HOMBRES;1000
001180;23102;01;13;NI—AS ATENDIDAS EN EL PROGRAMA CASA GRANDE;MUJERES;1000
001180;23102;01;12;FAMILIAS ATENDIDAS EN EL PROGRAMA CASA GRANDE;N⁄MERO;2000
001180;23102;01;11;ASISTENCIA MEDIA DIARIA EN EL PROGRAMA CASA GRANDE;N⁄MERO;80
001180;23102;01;10;FAMILIAS ATENDIDAS EN EL SERVICIO DE COORDINACI”N PARENTAL (CIP);N⁄MERO;20
001180;23102;01;09;FAMILIAS ATENDIDAS EN PUNTOS DE ENCUENTRO FAMILIARES (PEF);N⁄MERO;600
001180;23102;01;08;FAMILIAS SATISFECHAS O MUY SATISFECHAS CON LAS ACTIVIDADES DE FORMACI”N EN LOS CAF;PORCENTAJE;95
001180;23102;01;07;VALORACI”N MEDIA DE LA SATISFACCI”N CON EL APOYO PROFESIONAL RECIBIDO EN CAF;PUNTUACI”N S/10;9
001180;23102;01;06;PERSONAS QUE PARTICIPAN EN ACTIVIDADES COMUNITARIAS IMPULSADAS POR LOS CAF;N⁄MERO;10000
001180;23102;01;05;ACTIVIDADES DE FORMACI”N OFRECIDAS A LAS FAMILIAS POR CAF AL MES;N⁄MERO;5
001180;23102;01;04;PERSONAS ATENDIDAS EN LOS CAF EN EL SERVICIO DE FORMACI”N;N⁄MERO;4500
001180;23102;01;03;FAMILIAS ATENDIDAS EN LOS CAF EN EL SERVICIO DE MEDIACI”N FAMILIAR;N⁄MERO;600
001180;23102;01;02;FAMILIAS ATENDIDAS EN LOS CAF: ORIENTACI”N SOCIAL Y JURÕDICA, ATENCI”N PSICOL”GICA Y ATENCI”N A VIOLENCIA;N⁄MERO;8000
001180;23102;01;01;PERSONAS ATENDIDAS EN LOS CENTROS DE APOYO A LAS FAMILIAS (CAF);N⁄MERO;38000
001180;23102;02;01;NI—AS DE 0-16 A—OS ATENDIDAS EN EL PROGRAMA QUEDAMOS AL SALIR DE CLASE Y CENTROS DE DÕA;MUJERES;920
001180;23102;02;02;NI—OS DE 0-16 A—OS ATENDIDOS EN EL PROGRAMA QUEDAMOS AL SALIR DE CLASE Y CENTROS DE DÕA;HOMBRES;920
001180;23102;02;03;SATISFACCI”N DE LAS FAMILIAS CON EL PROGRAMA QUEDAMOS AL SALIR DE CLASE;PUNTUACI”N S/10;9
001180;23102;02;04;SATISFACCI”N DE LAS FAMILIAS CON LOS CENTROS DE DÕA;PUNTUACI”N S/10;9
001180;23102;02;05;% DE FAMILIAS MONOPARENTALES CON LA MADRE A CARGO DE LOS HIJOS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;MUJERES;65
001180;23102;02;06;% DE FAMILIAS MONOPARENTALES CON EL PADRE A CARGO DE LOS HIJOS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;HOMBRES;2
001180;23102;02;07;HOGARES CON SERVICIO DE APOYO A FAMILIAS  CON  MENORES;N⁄MERO;900
001180;23102;02;08;NI—OS ATENDIDOS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;N⁄MERO;650
001180;23102;02;09;NI—AS ATENDIDAS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;N⁄MERO;600
001180;23102;02;10;HORAS DE SERVICIO PRESTADAS EN EL SERVICIO DE APOYO A FAMILIAS CON MENORES;N⁄MERO;120000
001180;23102;02;11;MEDIA DE HORAS POR FAMILIA EN EL SERVICIO DE APOYO A FAMILIAS  CON  MENORES;N⁄MERO;20
001180;23102;03;14;SATISFACCI”N DE LAS MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS DE LA ASOCIACI”N SOLIDARIDAD CON MADRES SOLTERAS;PUNTUACI”N S/10;7
001180;23102;03;13;NI—OS BENEFICIARIOS DE LOS ALOJAMIENTOS DE LA ASOCIACI”N SOLIDARIDAD CON MADRES SOLTERAS;HOMBRES;5
001180;23102;03;12;NI—AS BENEFICIARIAS DE LOS ALOJAMIENTOS DE LA ASOCIACI”N SOLIDARIDAD CON MADRES SOLTERAS;MUJERES;5
001180;23102;03;11;MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS DE LA ASOCIACI”N SOLIDARIDAD CON MADRES SOLTERAS;MUJERES;10
001180;23102;03;10;SATISFACCI”N DE LAS MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS ENMA DE LA FUNDACI”N JOSE MARIA LLANOS;PUNTUACI”N S/10;7
001180;23102;03;09;NI—OS BENEFICIARIOS DE LOS ALOJAMIENTOS EMMA DE LA FUNDACI”N JOSE MARIA LLANOS;HOMBRES;6
001180;23102;03;08;NI—AS BENEFICIARIAS DE LOS ALOJAMIENTOS EMMA DE LA FUNDACI”N JOSE MARIA LLANOS;MUJERES;6
001180;23102;03;07;MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS EMMA DE LA FUNDACI”N JOSE MARIA LLANOS;MUJERES;15
001180;23102;03;06;MUJERES BENEFICIARIAS DE LOS ALOJAMIENTOS DE C¡RITAS DIOCESANA PARA FAMILIAS MONOPARENTALES (Santa Maria del Parral);MUJERES;40
001180;23102;03;05;FAMILIAS ATENDIDAS EN EL PROYECTO UN HOGAR FUERA DEL HOGAR DE LA FUNDACI”N INFANTIL RONALD MC DONALD;N⁄MERO;200
001180;23102;03;04;SATISFACCI”N DE LAS FAMILIAS CON LOS ALOJAMIENTOS DE CARITAS DIOCESANA;PUNTUACI”N S/10;7
001180;23102;03;03;NI—OS ATENDIDOS EN LOS ALOJAMIENTOS DE C¡RITAS DIOCESANA;HOMBRES;40
001180;23102;03;02;NI—AS ATENDIDAS EN LOS ALOJAMIENTOS DE C¡RITAS DIOCESANA;MUJERES;40
001180;23102;03;01;FAMILIAS ATENDIDAS EN LOS ALOJAMIENTOS DE C¡RITAS DIOCESANA;N⁄MERO;40
001180;23102;04;01;GRUPOS DE PARTICIPACI”N INFANTIL Y DE ADOLESCENTES;N⁄MERO;230
001180;23102;04;02;NI—OS DE 6 A 12 A—OS EN GRUPOS DE PARTICIPACI”N INFANTIL;HOMBRES;1500
001180;23102;04;03;NI—AS DE 6 A 12 A—OS EN GRUPOS DE PARTICIPACI”N INFANTIL;MUJERES;1600
001180;23102;04;04;ADOLESCENTES VARONES EN GRUPOS DE PARTICIPACI”N;HOMBRES;375
001180;23102;04;05;ADOLESCENTES MUJERES EN GRUPOS DE PARTICIPACI”N;MUJERES;430
001180;23102;04;06;SATISFACCI”N DE LOS PARTICIPANTES EN LOS PUNTOS DE PARTICIPACI”N;PUNTUACI”N S/10;7
001180;23102;04;07;COPIA INFANTILES CONSTITUIDAS EN LOS DISTRITOS, SUBCOMISI”N INFANTIL DE LA COPIA EN LOS DISTRITOS;N⁄MERO;21
001180;23102;04;08;COPIA DE ADOLESCENTES CONSTITUIDAS EN LOS DISTRITOS SUBCOMISI”N ADOLESCENTE DE LA COPIA EN LOS DISTRITOS;N⁄MERO;21
001180;23102;04;09;NI—OS DE 6 A 12 A—OS EN LAS COPIA INFANTILES;HOMBRES;100
001180;23102;04;10;NI—AS DE 6 A 12 A—OS EN LAS COPIA INFANTILES;MUJERES;120
001180;23102;04;11;ADOLESCENTES VARONES EN LAS COPIA DE ADOLESCENTES;HOMBRES;50
001180;23102;04;12;ADOLESCENTES MUJERES EN LAS COPIA DE ADOLESCENTES;MUJERES;50
001180;23102;04;13;PLENOS MUNICIPALES INFANTILES Y ADOLESCENTES;N⁄MERO;2
001180;23102;04;14;PLENOS DISTRITALES INFANTILES Y ADOLESCENTES;N⁄MERO;21
001180;23102;04;15;COMISI”N DE PARTICIPACI”N DE LA INFANCIA Y ADOLESCENCIA DEL MUNICIPIO DE MADRID. COPIAM. (MENORES DE 13 A—OS);N⁄MERO;21
001180;23102;04;16;COMISI”N DE PARTICIPACI”N DE LA INFANCIA Y ADOLESCENCIA DEL MUNICIPIO DE MADRID. COPIAM. (ADOLESCENTES);N⁄MERO;21
001180;23102;05;24;CASOS ATENDIDOS EN EL PROYECTO DE MEDIACI”N INTERCULTURAL;N⁄MERO;500
001180;23102;05;23;PORCENTAJE DE MENORES Y J”VENES ATENDIDOS QUE CUMPLEN EL OBJETIVO DEL PROYECTO TOTAL O PARCIALMENTE;PORCENTAJE;40
001180;23102;05;22;HOMBRES BENEFICIARIOS DEL PROGRAMA DE MEDIACI”N INTERCULTURAL;N⁄MERO;700
001180;23102;05;21;MUJERES BENEFICIARIAS DEL PROGRAMA DE MEDIACI”N INTERCULTURAL;N⁄MERO;100
001180;23102;05;20;CASOS ATENDIDOS EN EL PROYECTO DE MEDIACI”N  INTERCULTURAL CON MENORES EXTRANJEROS NO ACOMPA—ADOS;N⁄MERO;1500
001180;23102;05;19;SATISFACCI”N DE LOS PARTICIPANTES EN EL PROGRAMA DE APOYO RESIDENCIAL  PARA LA VIDA AUT”NOMA DE J”VENES EN SITUACI”N DE;PUNTUACI”N S/10;9
001180;23102;05;18;HOMBRES BENEFICIARIOS DEL PROGRAMA DE APOYO RESIDENCIAL  PARA LA VIDA AUT”NOMA DE J”VENES EN SITUACI”N DE GRAVE VULNERAB;HOMBRES;70
001180;23102;05;17;MUJERES BENEFICIARIAS DEL PROGRAMA DE APOYO RESIDENCIAL  PARA LA VIDA AUT”NOMA DE J”VENES EN SITUACI”N DE GRAVE VULNERAB;MUJERES;40
001180;23102;05;16;% DE VARONES QUE FINALIZAN EL PROYECTO DE FORMACI”N EN LA QUINTA COCINA;HOMBRES;55
001180;23102;05;15;% DE MUJERES QUE FINALIZAN EL PROYECTO DE FORMACI”N EN LA QUINTA COCINA;MUJERES;55
001180;23102;05;14;SATISFACCI”N DE LOS PARTICIPANTES EN EL PROYECTO LA QUINTA COCINA;PUNTUACI”N S/10;9
001180;23102;05;13;% DISTRIBUCI”N DE HOMBRES EN EL PROYECTO LA QUINTA COCINA;HOMBRES;67
001180;23102;05;01;MUJERES ADOLESCENTES ATENDIDAS EN EDUCACI”N SOCIAL;MUJERES;9000
001180;23102;05;02;HOMBRES ADOLESCENTES ATENDIDOS EN EDUCACI”N SOCIAL;HOMBRES;8000
001180;23102;05;03;SATISFACCI”N DE LAS NI—AS Y NI—OS CON LA ATENCI”N EN GRUPOS SOCIOEDUCATIVOS;PUNTUACI”N S/10;9
001180;23102;05;04;MUJERES ADOLESCENTES ATENDIDAS PROGRAMA ASPA;MUJERES;1900
001180;23102;05;05;HOMBRES ADOLESCENTES ATENDIDOS PROGRAMA ASPA;HOMBRES;1900
001180;23102;05;06;SATISFACCI”N DE LOS ADOLESCENTES ATENDIDOS EN EL PROGRAMA ASPA;PORCENTAJE;92
001180;23102;05;12;% DISTRIBUCI”N DE MUJERES EN EL PROYECTO LA QUINTA COCINA;MUJERES;33
001180;23102;05;11;ADOLESCENTES Y J”VENES VARONES ATENDIDOS EN EL PROYECTO DE FORMACI”N E INSERCI”N LABORAL LA QUINTA COCINA;HOMBRES;80
001180;23102;05;10;ADOLESCENTES Y J”VENES MUJERES ATENDIDAS EN EL PROYECTO DE FORMACI”N E INSERCI”N LABORAL LA QUINTA COCINA;MUJERES;40
001180;23102;05;07;ADOLESCENTES CON OBJETIVOS CUMPLIDOS EN EDUCACI”N SOCIAL;PORCENTAJE;70
001180;23102;05;08;ADOLESCENTES Y J”VENES CON ENTREVISTA DE EMPLEO;PORCENTAJE;40
001180;23102;05;09;%  DE DISTRIBUCI”N EN EL PROGRAMA ASPA DE CONTRATOS  EN MUJERES;MUJERES;50
001180;23102;06;04;GRADO SATISFACCI”N FAMILIAS ATENDIDAS EN CAI Y PROGRAMA EF;PORCENTAJE;9
001180;23102;06;05;% DE NI—AS EN ACOGIMIENTO EN FAMILIA EXTENSA SOBRE TOTAL ATENDIDOS CAI;MUJERES;3
001180;23102;06;03;NI—AS ATENDIDAS EN CENTROS DE ATENCI”N A LA INFANCIA CAI;MUJERES;6500
001180;23102;06;02;NI—OS ATENDIDOS EN CENTROS DE ATENCI”N A LA INFANCIA CAI;HOMBRES;6500
001180;23102;06;01;FAMILIAS ATENDIDAS EN CENTROS DE ATENCI”N A LA INFANCIA CAI;N⁄MERO;8000
001180;23102;06;06;% DE NI—OS EN ACOGIMIENTO EN FAMILIA EXTENSA SOBRE TOTAL ATENDIDOS CAI;HOMBRES;3
001180;23102;06;07;CASOS VISTOS EN COMIS. APOYO FAMILIAR SOBRE TOTAL ATEND. CAI;PORCENTAJE;15
001180;23102;06;08;CASOS EN CAI CON OBJETIVOS CUMPLIDOS;PORCENTAJE;60
001180;23102;06;09;% DE NI—AS CON MEDIDAS PROTECC. SOBRE TOTAL ATENDIDOS CAI;MUJERES;6
001180;23102;06;10;% DE NI—OS CON MEDIDAS PROT. SOBRE TOTAL ATENDIDOS EN CAI;HOMBRES;6
001180;23102;06;11;% DE MADRES PARTICIPANTES EN INTERVENCIONES EN EL CAI;MUJERES;60
001180;23102;06;12;% DE PADRES PARTICIPANTES EN INTERVENCIONES EN EL CAI;HOMBRES;40
001180;23102;07;01;SEGUIMIENTO RETROSPECTIVO DE BENEFICIARIOS DE PROGRAMAS MUNICIPALES DE ATENCI”N A LA FAMILIA Y LA INFANCIA;N⁄MERO;400
001180;23102;07;02;PROTOCOLOS DE ACTUACI”N ELABORADOS;N⁄MERO;2
001180;23102;07;03;ESTUDIOS DE EVALUACI”N DE PROGRAMAS Y SERVICIOS;N⁄MERO;2
001180;23102;07;04;INFORMES DE EVALUACI”N DEL PLIAM;N⁄MERO;1
001180;23102;07;05;INFORMES DE SITUACI”N DE LA INFANCIA Y ADOLESCENCIA;N⁄MERO;1
001180;23102;07;06;PROCESOS DE EVALUACI”N DE CARTAS DE SERVICIOS;N⁄MERO;3
001180;23102;07;07;PROFESIONALES QUE HAN RECIBIDO FORMACI”N EN MATERIA DE FAMILIA E INFANCIA;N⁄MERO;100
001180;23102;08;01;PROYECTOS DE APOYO A LA FAMILIA E INFANCIA SUBVENCIONADOS (Conv. P˙blica);N⁄MERO;60
001180;23102;08;02;MENORES BENEFICIARIOS DE LOS PROYECTOS SUBVENCIONADOS (Conv. P˙blica);N⁄MERO;6397
001180;23102;08;03;FAMILIAS BENEFICIARIAS DE LOS PROYECTOS SUBVENCIONADOS (Conv. P˙blica);N⁄MERO;3700
001180;23102;08;04;% DE PARTICIPACI”N DE VOLUNTARIOS EN PROYECTOS SUBVENCIONES EN CONVOCATORIA PUBLICA;PORCENTAJE;75
001180;23102;08;05;CONVENIOS DE SUBVENCI”N PARA APOYO A PROYECTOS DE FAMILIA E INFANCIA;N⁄MERO;10
001180;23102;08;06;PROYECTO DE APOYO PARA EL FOMENTO DE LA NATALIDAD;N⁄MERO;15
001180;23102;09;01;ACTIVIDADES INCLUIDAS EN PROGRAMA DE ACTOS DE LA SEMANA DE LAS FAMILIAS;N⁄MERO;10
001180;23102;09;02;ACTIVIDADES INCLUIDAS EN PROGRAMA DE ACTOS DE LA SEMANA DE DERECHOS DE LA INFANCIA Y ADOLESCENCIA;N⁄MERO;10
001180;23102;09;03;ACTIVIDADES VINCULADAS AL FOMENTO DE LA NATALIDAD;N⁄MERO;6
001180;23102;10;01;REUNIONES DEL CONSEJO DE ¡REA;N⁄MERO;1
001180;23102;10;02;REUNIONES DE LOS CONSEJOS LOCALES;N⁄MERO;45
001180;23102;10;03;REUNIONES DE LAS COMISIONES DE APOYO FAMILIAR;N⁄MERO;215
001180;23102;10;04;CONVENIOS DE COLABORACI”N INTERADMINISTRATIVOS;N⁄MERO;2
001180;23102;10;05;PROTOCOLOS DE COORDINACI”N INTERADMINISTRATIVA;N⁄MERO;3
001180;23102;10;06;REUNIONES DE COORDINACI”N CON EL SISTEMA JUDICIAL;N⁄MERO;4
001180;23103;01;01;SEGUIDORAS/ES DE LA RED SOCIAL FACEBOOK MADRID MAYORES;N⁄MERO;3000
001180;23103;01;02;VISITAS A LA P¡GINA WEB MADRID.ES (MAYORES);N⁄MERO;150000
001180;23103;01;03; VISITAS A LA PAGINA WEB SND.ES;N⁄MERO;50000
001180;23103;02;06;ASISTENTES A JORNADAS FORMATIVAS Y DIVULGATIVAS;N⁄MERO;900
001180;23103;02;05;VISITAS DE EVALUACI”N;N⁄MERO;160
001180;23103;02;04;SERVICIOS EVALUADOS SEG⁄N LOS EST¡NDARES DE CALIDAD ESTABLECIDOS;N⁄MERO;8
001180;23103;02;03;PERSONAS ENCUESTADAS;N⁄MERO;8000
001180;23103;02;02;ESTUDIOS DE SATISFACCI”N DE USUARIOS DE LOS CENTROS Y SERVICIOS;N⁄MERO;8
001180;23103;02;01;EVALUACI”N CARTAS DE SERVICIOS DE TAD, SAD, CD, Y CMM;N⁄MERO;4
001180;23103;03;12;KILOS DE ROPA LAVADA EN EL SERVICIO DE LAVANDERIA DOMICILIARIA;N⁄MERO;30000
001180;23103;03;11;HOMBRES ATENDIDOS EN EL SERVICIO DE LAVANDERIA DOMICILIARIA;N⁄MERO;205
001180;23103;03;10;MUJERES ATENDIDAS EN EL SERVICIO DE LAVANDERIA DOMICILIARIA;N⁄MERO;140
001180;23103;03;09;SOLICITUDES DE PRESTACI”N DEL SERVICIO DE COMIDA A DOMICILIO;N⁄MERO;1600
001180;23103;03;08;COMIDAS SERVIDAS EN EL SERVICIO DE COMIDAS A DOMICILIO;N⁄MERO;650000
001180;23103;03;07;HOMBRES ATENDIDOS EN EL SERVICIO DE COMIDAS A DOMICILIO;N⁄MERO;1900
001180;23103;03;06;MUJERES ATENDIDAS EN EL SERVICIO DE COMIDAS A DOMICILIO;N⁄MERO;2600
001180;23103;03;05;HOMBRES ATENDIDOS EN EL SERVICIO DE TELEASISTENCIA DOMICILIARIA;N⁄MERO;43550
001180;23103;03;04;MUJERES ATENDIDAS EN EL SERVICIO DE TELEASISTENCIA DOMICILIARIA;N⁄MERO;118500
001180;23103;03;03;HORAS PRESTADAS EN EL SERVICIO DE AYUDA A DOMICILIO;N⁄MERO;12750000
001180;23103;03;02;HOMBRES ATENDIDOS EN EL SERVICIO DE AYUDA A DOMICILIO;N⁄MERO;21000
001180;23103;03;23;MUJERES CUIDADORAS ATENDIDAS EN EL PROGRAMA CUIDAR A QUIENES CUIDAN;N⁄MERO;600
001180;23103;03;24;HOMBRES CUIDADORES ATENDIDOS EN EL PROGRAMA CUIDAR A QUIENES CUIDAN;N⁄MERO;150
001180;23103;03;25;SESIONES DEL PROGRAMA CUIDAR A QUIENES CUIDAN;N⁄MERO;756
001180;23103;03;26;GRUPOS DE AUTOAYUDA PUESTOS EN MARCHA;N⁄MERO;21
001180;23103;03;22;ATENCIONES PRESTADAS A HOMBRES  EN EL PROGRAMA RESPIRO FAMILIAR;N⁄MERO;1917
001180;23103;03;21;ATENCIONES PRESTADAS A MUJERES  EN EL PROGRAMA RESPIRO FAMILIAR;N⁄MERO;6443
001180;23103;03;20;HOMBRES PARTICIPANTES EN EL PROGRAMA RESPIRO FAMILIAR;N⁄MERO;47
001180;23103;03;19;MUJERES PARTICIPANTES EN EL PROGRAMA RESPIRO FAMILIAR;N⁄MERO;158
001180;23103;03;18;PLAZAS 'RESPIRO FAMILIAR';N⁄MERO;210
001180;23103;03;17;HOMBRES ATENDIDOS EN CENTROS DE DÕA;N⁄MERO;1610
001180;23103;03;16;MUJERES ATENDIDAS EN CENTROS DE DÕA;N⁄MERO;5300
001180;23103;03;01;MUJERES ATENDIDAS EN EL SERVICIO DE AYUDA A DOMICILIO;N⁄MERO;62000
001180;23103;03;13;MUJERES ATENDIDAS MEDIANTE PRODUCTOS DE APOYO (GR⁄AS, CAMAS);N⁄MERO;750
001180;23103;03;14;HOMBRES ATENDIDOS MEDIANTE PRODUCTOS DE APOYO (GR⁄AS, CAMAS);N⁄MERO;330
001180;23103;03;15;PLAZAS EN CENTROS DE DÕA (MUNICIPALES Y PRIVADOS);N⁄MERO;4670
001180;23103;03;27;VISITAS DOMICILIARIAS REALIZADAS CUIDAR A QUIENES CUIDAN;N⁄MERO;5000
001180;23103;03;28;SATISFACCI”N CON EL PROGRAMA CUIDAR A QUIENES CUIDAN;N⁄MERO;8
001180;23103;04;01;PLAZAS MUNICIPALES EN RESIDENCIA;N⁄MERO;164
001180;23103;04;02;PLAZAS DE APARTAMENTOS PARA MAYORES;N⁄MERO;100
001180;23103;05;01;CENTROS MUNICIPALES DE MAYORES;N⁄MERO;91
001180;23103;05;02;MUJERES SOCIAS DE LOS CENTROS MUNICIPALES DE MAYORES;N⁄MERO;222919
001180;23103;05;03;HOMBRES SOCIOS DE LOS CENTROS MUNICIPALES DE MAYORES;N⁄MERO;128435
001180;23103;05;04;ACTIVIDADES Y TALLERES EN LOS CENTROS MUNICIPALES DE MAYORES;N⁄MERO;3347
001180;23103;05;05;MUJERES USUARIAS DEL SERVICIO DE PODOLOGÕA;N⁄MERO;38177
001180;23103;05;06;HOMBRES USUARIOS DEL SERVICIO DE PODOLOGÕA;N⁄MERO;13973
001180;23103;05;07;MUJERES USUARIAS DEL SERVICIO DE FISIOTERAPIA PREVENTIVA;N⁄MERO;1444
001180;23103;05;08;HOMBRES USUARIOS DEL SERVICIO DE FISIOTERAPIA PREVENTIVA;N⁄MERO;178
