Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2025;Importe 2026;Importe 2027;Importe 2028;Resto Anualidades;Total previsto;Estado;Observaciones;Url_fotografia;Fecha de los datos;;
001;AYUNTAMIENTO;161;POLÍTICAS DE VIVIENDA;2025/000345;CALLE DE BUJALANCE, COLONIA DEL CERRO BERMEJO. ACTUACIONES DE REGENERACIÓN URBANA;2025;2025;;210;LATINA;CALLE DE BUJALANCE, FUENTE OVEJUNA, EGABRO, POZOBLANCO Y OTRAS;CALLE;BUJALANCE, FUENTE OVEJUNA, EGABRO, POZOBLANCO Y OTRAS;;40.4097416;-3.7271382;06;URBANISMO;;1.647.811,00;;;;;1.647.811,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;161;POLÍTICAS DE VIVIENDA;2025/000348;CALLE DE LA HACIENDA DE PAVONES, BARRIO PAVONES-LAS LATAS. ACTUACIONES DE REGENERACIÓN URBANA;2025;2026;;214;MORATALAZ;CALLE DE LA HACIENDA DE PAVONES Y LUIS DE HOYOS SAINZ;CALLE;DE LA HACIENDA DE PAVONES Y LUIS DE HOYOS SAINZ;;40.4027617;-3.6409968;06;URBANISMO;;17.500,00;1.625.647,00;;;;1.643.147,00;EN PROCESO;Incluye actuaciones previstas ejercicio 2024 en código de proyecto 2024/000160;;11/04/2025;;
001;AYUNTAMIENTO;161;POLÍTICAS DE VIVIENDA;2025/000349;CALLE DE SAN PEDRO DE CARDEÑA, MANOTERAS SUR. ACTUACIONES DE REGENERACIÓN URBANA;2025;2025;;216;HORTALEZA;CALLE DE SAN PEDRO DE CARDEÑA, CRUZ LATINA, TEMPLARIOS Y OTRAS;CALLE;DE SAN PEDRO DE CARDEÑA, CRUZ LATINA, TEMPLARIOS Y OTRAS;;40.4738837;-3.6622347;06;URBANISMO;;1.647.811,00;;;;;1.647.811,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2019/000092;BIBLIOTECA-CENTRO CULTURAL VILLA DE VALLECAS. CONSTRUCCION;2021;2025;;218;VILLA DE VALLECAS;AVDA. DE LA GAVIA, 55;AVENIDA;DE LA GAVIA;55;40.36707456785566;-3.6164204452259043;10;CULTURA;4.040.871,88;2.657.073,00;;;;;6.697.944,88;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;2020;2025;;208;FUENCARRAL-EL PARDO;AVENIDA MONTESCORIAL C/V AVENIDA METRO SILOS, 57;AVENIDA;MONTESCORIAL C/V AVENIDA MONASTERIO SILOS, 57;;40.5055069;-3.6980938;10;CULTURA;3.923.081,80;1.933.061,00;;;;;5.856.142,80;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;2020;2028;;208;FUENCARRAL-EL PARDO;PASEO DE LA TIERRA DE MELIDE, 11;PASEO;DE LA TIERRA DE MELIDE;11;40.505526438717105;-3.662130317447807;10;CULTURA;271.802,67;150.000,00;1.500.000,00;6.500.000,00;5.000.000,00;;13.421.802,67;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000297;BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN;2020;2025;;211;CARABANCHEL;AVENIDA CARABANCHEL ALTO, 51;AVENIDA;CARABANCHEL ALTO;51;40.3616093;-3.7560156;10;CULTURA;4.996.911,45;2.098.653,00;;;;;7.095.564,45;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000388;CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN;2021;2025;;216;HORTALEZA;AVENIDA MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;AVENIDA;MANUEL FRAGA IRIBARNE, 125 C/V JORDI SOLE TURA;;40.4923517;-3.6105398;10;CULTURA;6.340.441,35;3.874.381,00;;;;;10.214.822,35;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000390;CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN;2022;2026;;218;VILLA DE VALLECAS;AVENIDA ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;AVENIDA;ENSANCHE, 91 C/V FERNANDO CHUECAGOITIA;;40.36130898199516;-3.5938878779498156;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;499.555,61;6.286.754,00;1.763.340,00;;;;8.549.649,61;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000423;CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION;2022;2025;;203;RETIRO;CALLE TÉLLEZ, 2;CALLE;TÉLLEZ;2;40.4042354;-3.6858061;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;1.640.108,85;1.121.306,00;;;;;2.761.414,85;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/000446;EDIFICIO MUNICIPAL C/ MONTAMARTA, 7. OBRAS DE ACONDICIONAMIENTO PARA CENTRO CULTURAL;2021;2025;;220;SAN BLAS-CANILLEJAS;CALLE DE MONTAMARTA, 7;CALLE;DE MONTAMARTA;7;40.4230284;-3.621095;10;CULTURA;1.974.103,78;520.540,00;;;;;2.494.643,78;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2021/001335;VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. CONSTRUCCIÓN;2021;2025;;213;PUENTE DE VALLECAS;RONDA DEL SUR, 4 (PARQUE DE ENTREVÍAS);RONDA;DEL SUR (PARQUE DE ENTREVÍAS);4;40.37787388790656;-3.6738970028962754;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1.157.319,07;700.000,00;;;;;1.857.319,07;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000283;CARRETERA DE VALDECARROS. ADECUACIÓN DE VIALES;2024;2025;;218;VILLA DE VALLECAS;CARRETERA DE VALDECARROS;CARRETERA;VALDECARROS;;40.36126153;-3.62726055;07;INFRAESTRUCTURAS;2.699.958,42;2.744.731,00;;;;;5.444.689,42;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000288;PLAZA DE JACINTO BENAVENTE. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;2025;2025;;201;CENTRO;PLAZA DE JACINTO BENAVENTE;PLAZA;DE JACINTO BENAVENTE;;40.41427144280748;-3.7036640177895164;06;URBANISMO;;2.500.000,00;;;;;2.500.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000301;CASCO HISTÓRICO DE BARAJAS. OBRAS DE PEATONALIZACIÓN;2025;2026;;221;BARAJAS;DIVERSAS CALLES CASCO HISTÓRICO DE BARAJAS;;;;40.472061;-3.5842523;08;MANTENIMIENTO URBANO;;850.000,00;2.350.000,00;;;;3.200.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000302;PLAZA DE SALVADOR DALÍ. REMODELACIÓN DE LA URBANIZACIÓN;2025;2026;;204;SALAMANCA;PLAZA DE SALVADOR DALÍ;PLAZA;DE SALVADOR DALÍ;;40.42395344667449;-3.6733664657210228;06;URBANISMO;;1.275.000,00;184.197,00;;;;1.459.197,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000306;BASE SAMUR-PROTECCION CIVIL Y CENTRO DE SALUD DEL DISTRITO DE MORATALAZ. CONSTRUCCION;2022;2025;;214;MORATALAZ;CALLE BRUJAS, 28;CALLE;BRUJAS;28;40.40000939236909 ;-3.62810027406011;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2.659.320,61;2.719.213,00;;;;;5.378.533,61;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000307;CENTRO MULTIFUNCIONAL C/ FRANCISCO REMIRO, 21. CONSTRUCCION;2022;2025;;204;SALAMANCA;C/FRANCISCO REMIRO, 21;CALLE;FRANCISCO REMIRO;21;40.43858779152413;-3.666769831729441;10;CULTURA;3.306.570,28;5.577.658,00;;;;;8.884.228,28;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000308;NUEVO AULARIO DEL CENTRO DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). CONSTRUCCION;2022;2026;;210;LATINA;CALLE SEPÚLVEDA, 153, 28011 MADRID;CALLE;SEPÚLVEDA;153;40.40286845108914 ;-3.7515003028953573;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;244.856,23;9.217.003,00;7.897.466,00;;;;17.359.325,23;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000487;ESCUELA DE MÚSICA EN EL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;2022;2027;;213;PUENTE DE VALLECAS;C/ JAVIER DE MIGUEL, 8 C/V C/ MARTÍNEZ DE LA RIVA;CALLE;JAVIER DE MIGUEL 8 C/V MARTÍNEZ DE LA RIVA;;40.38901771292814;-3.664102470612631;05;EDUCACIÓN;124.382,45;;2.382.538,00;2.836.122,15;;;5.343.042,60;EN PROCESO;Pendiente de habilitar Crédito en 2025;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/000488;FACTORÍA INDUSTRIAL VILLA DE VALLECAS. CONSTRUCCIÓN;2022;2025;;218;VILLA DE VALLECAS;AVDA. DE CARTAGENA DE INDIAS, 50;AVENIDA;DE CARTAGENA DE INDIAS;50;40.364956;-3.640114;14;SECTORES PRODUCTIVOS;4.980.343,02;4.279.386,00;;;;;9.259.729,02;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001001;ESCUELA INFANTIL LOS PAJARITOS, DISTRITO DE RETIRO. CONSTRUCCIÓN;2022;2026;;203;RETIRO;C/ ADELFAS, 6;CALLE;ADELFAS;6;40.40279966157042 ;-3.6724092452246317;05;EDUCACIÓN;117.039,67;;2.850.000,00;;;;2.967.039,67;EN PROCESO;Pendiente de habilitar Crédito en 2025;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001064;CENTRO DE MAYORES PARQUE EUROPA. CONSTRUCCIÓN;2022;2026;;210;LATINA;C/ FUENTE DEL TIRO, 72;CALLE;DE LA FUENTE DEL TIRO;72;40.38418397;-3.77866128;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;765.906,28;4.638.673,00;1.546.913,00;;;;6.951.492,28;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001263;ZONAS ADYACENTES JARDINES DE SABATINI CON LA PLAZA DE ESPAÑA.REURBANIZACIÓN Y ACONDICIONAMIENTO;2024;2025;;201;CENTRO;0,00;0,00;0,00;;40.420448117571745;-3.7140053644180497;06;URBANISMO;2.299.999,99;3.293.693,00;;;;;5.593.692,99;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001303;PABELLÓN DEPORTIVO EN CALLE MÓNACO, 10, DISTRITO SAN BLAS-CANILLEJAS. CONSTRUCCIÓN;2022;2026;;220;SAN BLAS-CANILLEJAS;C/ MÓNACO, 10;CALLE;DE MÓNACO;10;40.4316155;-3.6042837;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;5.798.409,31;5.223.694,00;1.044.252,00;;;;12.066.355,31;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001304;ESCUELA INFANTIL EN CALLE DE LA SILVINA, 8, BARRIO DE SAN FERMÍN. CONSTRUCCIÓN;2022;2027;;212,00;USERA;AVENIDA OROVILLA, 13 - C/ DE LA SILVINA;AVENIDA;OROVILLA C/V CALLE DE LA SILVINA;;40.365188612795095;-3.6916910704335586;05;EDUCACIÓN;154.216,01;182.992,78;5.181.150,00;995.658,00;;;6.514.016,79;EN PROCESO;Importe 2025 es el Crédito Definitivo a 11/04/2025;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001580;CENTRO DE BIENESTAR SOCIAL EN EL PALACIO DE LA DUQUESA DE SUECA. OBRAS DE ACONDICIONAMIENTO;2022;2027;;201;CENTRO;PZA. DUQUE DE ALBA, 2;PLAZA;DEL DUQUE DE ALBA;2;40.411727;-3.706780;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;288.339,76;500.000,00;3.600.000,00;5.800.000,00;;;10.188.339,76;EN PROCESO;"Incluye actuación prevista en el ejercicio 2024 en el código 2024/000377:""CENTRO PARA FAMILIAS VULNERABLES EN EL PALACIO DUQUESA DE SUECA""";;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2022/001640;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL DE VICÁLVARO. CONSTRUCCIÓN;2022;2027;;219,00;VICÁLVARO;C/ DE LOS PINILLAS, 33 C/V. C/DE CORDEL DE PAVONES  ;CALLE;DE LOS PINILLAS, 33 C/V CALLE DE CORDEL DE PAVONES;;40.39933999;-3.61715501;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;153.542,21;;6.617.760,50;820.621,83;;;7.591.924,54;EN PROCESO;Pendiente de habilitar Crédito en 2025;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/000286;CENTRO CULTURAL EN C/ TOMELLOSO, DISTRITO USERA. CONSTRUCCIÓN;2023;2027;;212;USERA;C/ DE  TOMELLOSO, 4;CALLE;DE TOMELLOSO;4;40.38188765547112;-3.698510624050009;10;CULTURA;155.618,12;2.000.000,00;3.590.000,00;2.500.643,00;;;8.246.261,12;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/000331;PARQUE DE MANOLITO GAFOTAS. OBRAS DE REURBANIZACIÓN;2024;2025;;211;CARABANCHEL;C/PINAR DE SAN JOSE,DE LA TORTA Y DE LOS MORALES CON M-40;CALLES;PINAR DE SAN JOSE, DE LA TORTA Y DE LOS MORALES;;40.3605429198461;-3.767755364418051;06;URBANISMO;1.469.055,78;1.482.750,00;;;;;2.951.805,78;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/000388;EDIFICIO PASEO DEL PRADO, 30. REFORMA PARA CENTRO CULTURAL;2025;2026;;201;CENTRO;PASEO DEL PRADO, 30;PASEO;DEL PRADO;30;40.412164985570094;-3.6932496416581237;10;CULTURA;;2.900.000,00;1.042.148,00;;;;3.942.148,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/001343;UNIDAD INTEGRAL POLICÍA MUNICIPAL DEL DISTRITO DE VILLAVERDE, AVDA. REAL DE PINTO, 104. CONSTRUCCIÓN;2023;2027;;217;VILLAVERDE;AV.REAL DE PINTO, 104;AVENIDA;REAL DE PINTO;104;40.340555945925374;-3.708109457062052;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;162.069,99;500.000,00;4.458.651,00;2.894.654,00;;;8.015.374,99;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/001372;TALLER DE CANTERÍA DE LA CASA DE CAMPO, NAVE 4. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;2023;2026;;209;MONCLOA-ARAVACA;LA CASILLA DE LA CASA DE CAMPO;;;;40.437358580568926;-3.74287642035187;00;INVERSIONES DE CARÁCTER GENERAL;390.683,92;1.500.000,00;1.600.000,00;;;;3.490.683,92;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/001429;CENTRO CULTURAL-JUVENIL DISTRITO DE CIUDAD LINEAL,C/ CANAL DE PANAMÁ, 20. CONSTRUCCIÓN;2023;2027;;215;CIUDAD LINEAL;C/CANAL DE PANAMÁ, 20,18, 16 Y TORRELAGUNA 19,21,23,25;CALLE;CANAL DE PANAMÁ;20;40.44011663503319;-3.6506647836513175;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;135.702,56;846.571,00;5.133.740,00;490.173,00;;;6.606.186,56;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003005;BIBLIOTECA PÚBLICA C/SILVANO,101-103 (ENTORNO GLORIETA MAR DE CRISTAL). CONSTRUCCIÓN (ID 21: 18793);2023;2027;;216;HORTALEZA;CALLE DE SILVANO, 101 C/V C/JOSÉ DOMINGO RUS;CALLE;DE SILVANO;101;40.46398431;-3.6325963;10;CULTURA;163.812,53;3.500.000,00;4.091.920,00;1.000.000,00;;;8.755.732,53;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2023/003006;CENTRO CULTURAL, BIBLIOTECA, AUDITORIO Y LUDOTECA EN EL CAÑAVERAL. CONSTRUCCIÓN (ID 21: 19005);2023;2027;;219;VICÁLVARO;C/ILUSIÓN,32;CALLE ;ILUSIÓN;32;40.40618148;-3.55433462;10;CULTURA;218.466,60;1.500.000,00;5.500.000,00;6.310.000,00;;;13.528.466,60;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000297;CUBRICIÓN DEL VIARIO M-30 EN EL PUENTE DE VENTAS;2025;2027;;204 (50%) - 215 (50%);SALAMANCA - CIUDAD LINEAL;0,00;0,00;0,00;;40.428602043456145;-3.6603723818581453;07;INFRAESTRUCTURAS;;30.000.000,00;33.150.000,00;24.686.964,00;;;87.836.964,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000298;COMPLEJO MANZANA DE AZCA.  RECUPERACIÓN DE ESPACIOS;2025;2027;;206;TETUÁN;0,00;0,00;0,00;;40.44950854965299;-3.6931388999977415;08;MANTENIMIENTO URBANO;;155.000,00;15.000.000,00;45.350.000,00;;;60.505.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000301;ESPACIOS LIBRES EN EL ENTORNO DE LA CIUDAD DEPORTIVA DE SAN BLAS. REMODELACIÓN DE LA URBANIZACIÓN;2025;2026;;220;SAN BLAS-CANILLEJAS;0,00;0,00;0,00;;40.445647;-3.604079;06;URBANISMO;;1.620.000,00;5.457.849,00;;;;7.077.849,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000304;PLAZA DE MATUTE EN EL DISTRITO CENTRO. OBRAS DE REHABILITACIÓN;2025;2025;;201;CENTRO;PLAZA DE MATUTE;PLAZA;DE MATUTE;;40.41369174244186;-3.699863839256373;08;MANTENIMIENTO URBANO;;1.565.000,00;;;;;1.565.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000307;SOTERRAMIENTO PASEO DE LA CASTELLANA, TRAMO COMPLEJO HOSPITALARIO LA PAZ - CALLE DE SINESIO DELGADO;2025;2027;;205 (50%) - 208 (50%);CHAMARTÍN - FUENCARRAL-EL PARDO;0,00;0,00;0,00;;40.48012630664744;-3.6856615217992372;07;INFRAESTRUCTURAS;;30.000.000,00;70.000.000,00;28.925.871,00;;;128.925.871,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000316;PASEO DE LA DIRECCIÓN, DISTRITO DE TETUAN. OBRAS DE URBANIZACIÓN;2024;2026;;206;TETUÁN;PASEO DE LA DIRECCIÓN, 161;PASEO;DE LA DIRECCIÓN;161;40.464472;-3.705556;06;URBANISMO;975.046,19;3.305.048,00;1.487.831,00;;;;5.767.925,19;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000375;ANTIGUO MERCADO DE LEGAZPI. ACONDICIONAMIENTO PARA EQUIPAMIENTOS PÚBLICOS Y OFICINAS ADMINISTRATIVAS;2024;2027;;202;ARGANZUELA;PLAZA DE LEGAZPI, 7;PLAZA;DE LEGAZPI;7;40.39034134309781;-3.6955112337360045;00;INVERSIONES DE CARÁCTER GENERAL;362.419,74;33.068.684,00;32.174.459,00;16.666.283,00;;;82.271.845,74;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000376;VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. ACONDICIONAMIENTO;2024;2025;;213;PUENTE DE VALLECAS;CALLE RONDA DEL SUR, 4;CALLE;RONDA DEL SUR;4;40.37916825846266;-3.674525957029483;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;27.908,65;1.500.000,00;;;;;1.527.908,65;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000378;CENTRO DEPORTIVO MUNICIPAL VICENTE DEL BOSQUE. REFORMA INTEGRAL;2024;2027;;208;FUENCARRAL-EL PARDO;AV.DE MONFORTE DE LEMOS, 12;AVENIDA;DE MONFORTE DE LEMOS;12;40.4789135943213;-3.693540659747283;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1.818.967,09;5.460.000,00;5.600.000,00;3.200.000,00;;;16.078.967,09;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000380;CENTRO DEPORTIVO PEÑUELAS. REFORMA VASO PISCINA;2024;2025;;202;ARGANZUELA;CALLE DE ARGANDA, 25;CALLE;DE ARGANDA;25;40.39865532340664;-3.704959759845779;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2.475.970,69;3.959.342,00;;;;;6.435.312,69;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000381;CENTRO DEPORTIVO LUIS ARAGONÉS. SUBSANACIÓN PATOLOGÍAS VASO DE PISCINA;2024;2025;;216;HORTALEZA;CALLE DE EL PROVENCIO, 20;CALLE;DE EL PROVENCIO;20;40.464650948053816;-3.6275877145025817;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1.651.041,53;3.164.461,00;;;;;4.815.502,53;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000382;CENTRO DEPORTIVO SAN JUAN BAUTISTA. SUBSANACIÓN PATOLOGÍAS DE VESTUARIOS, GRADA Y CAMPO DE FÚTBOL;2024;2026;;215;CIUDAD LINEAL;CALLES RAMÍREZ DE ARELLANO, 30 Y TREVIANA 1 B;CALLE;DE TREVIANA;1 B;40.44864976316054;-3.6585711797466836;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;733.569,99;2.300.000,00;492.775,00;;;;3.526.344,99;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000383;CENTRO DEPORTIVO MOSCARDÓ. REFORMA VASO DE PISCINA;2024;2025;;212;USERA;CALLE DE ANDRÉS ARTEAGA, 5;CALLE;DE ANDRÉS ARTEAGA;5;40.38850290426967;-3.706303079808029;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1.016.074,94;2.000.000,00;;;;;3.016.074,94;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000384;CENTRO DEPORTIVO ORCASUR. OBRAS DE REFORMA EN LA PISCINA CUBIERTA;2024;2026;;212;USERA;CALLE DE MOREJA, 11;CALLE;DE MOREJA;11;40.37021993373859;-3.6994689006077444;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;207.246,50;3.250.000,00;92.150,00;;;;3.549.396,50;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000385;CENTRO DEPORTIVO EL ESPINILLO. SUBSANACIÓN PATOLOGÍAS EN VASO DE PISCINA;2024;2025;;217;VILLAVERDE;CARRETERA DE VILLAVERDE A VALLECAS, 19;CARRETERA;DE VILLAVERDE A VALLECAS;19;40.35634193991933;-3.686595141820635;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1.419.713,50;1.638.014,00;;;;;3.057.727,50;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000386;CENTRO DEPORTIVO ANGEL NIETO. SUBSANACIÓN PATOLOGÍAS VASO DE PISCINA;2024;2025;;213;PUENTE DE VALLECAS;CALLE DEL PAYASO FOFÓ, 22;CALLE;DEL PAYASO FOFÓ;22;40.39165329987117;-3.659737756973531;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;976.299,52;2.417.979,00;;;;;3.394.278,52;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/000387;LOCAL CALLE POVEDILLA, 4. OBRAS DE REFORMA;2024;2025;;204;SALAMANCA;CALLE DE LA POVEDILLA, 4;CALLE;DE LA POVEDILLA;4;40.424236393438974;-3.670464456991102;00;INVERSIONES DE CARÁCTER GENERAL;330.000,00;814.870,00;;;;;1.144.870,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001220;CENTRO DEPORTIVO RAÚL GONZÁLEZ. OBRAS DE REFORMA DE PISCINA Y PABELLÓN;2025;2026;;217;VILLAVERDE;CALLE DE BENIMAMET, 137;CALLE; DE BENIMAMET;137;40.34623922780829;-3.684321521723131;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;1.000.000,00;2.500.000,00;;;;3.500.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001221;CENTRO DEPORTIVO ORCASITAS. OBRAS DE REFORMA Y ADAPTACIÓN A NORMATIVA;2024;2025;;212;USERA;AVENIDA DE RAFAELA YBARRA, 52;AVENIDA;DE RAFAELA YBARRA;52;40.37568914850768;-3.7127128983226334;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;800.000,00;2.810.257,00;;;;;3.610.257,00;EN PROCESO;;;11/04/2025;;
